bidding_exercise,category,month,year,quota_premium,adjusted_premium
1,Cat C: Buses,Apr,2021,36134,41365.96757944867
1,Cat D: Motorcycles,Apr,2021,8000,9158.347834050737
2,Cat A: ≤1600cc or ≤97kW,Mar,2021,44589,51324.28605960151
2,Cat B: >1600cc or >97kW,Mar,2021,47001,54100.62502158224
2,Cat C: Buses,Mar,2021,39589,45569.02287141591
2,Cat D: Motorcycles,Mar,2021,7791,8967.851099830796
1,Cat A: ≤1600cc or ≤97kW,Mar,2021,41996,48339.60657020846
1,Cat B: >1600cc or >97kW,Mar,2021,45001,51798.519746308004
1,Cat C: Buses,Mar,2021,37513,43179.43759568125
1,Cat D: Motorcycles,Mar,2021,7752,8922.960046962948
2,Cat A: ≤1600cc or ≤97kW,Feb,2021,41001,47341.438913713675
2,Cat B: >1600cc or >97kW,Feb,2021,46002,53115.79895389518
2,Cat C: Buses,Feb,2021,40890,47213.27375385362
2,Cat D: Motorcycles,Feb,2021,7500,8659.808098652535
1,Cat A: ≤1600cc or ≤97kW,Feb,2021,42000,48494.92535245419
1,Cat B: >1600cc or >97kW,Feb,2021,46790,54025.65612479361
1,Cat C: Buses,Feb,2021,45001,51960.003232995026
1,Cat D: Motorcycles,Feb,2021,7506,8666.735945131455
2,Cat A: ≤1600cc or ≤97kW,Jan,2021,40609,46883.947538561006
2,Cat B: >1600cc or >97kW,Jan,2021,49001,56572.6886487485
2,Cat C: Buses,Jan,2021,35900,41447.30765678397
2,Cat D: Motorcycles,Jan,2021,7501,8660.062805948093
1,Cat A: ≤1600cc or ≤97kW,Jan,2021,40609,46883.947538561006
1,Cat B: >1600cc or >97kW,Jan,2021,49001,56572.6886487485
1,Cat C: Buses,Jan,2021,35900,41447.30765678397
1,Cat D: Motorcycles,Jan,2021,7501,8660.062805948093
2,Cat A: ≤1600cc or ≤97kW,Dec,2020,40556,47039.44697681432
2,Cat B: >1600cc or >97kW,Dec,2020,49300,57181.29835183317
2,Cat C: Buses,Dec,2020,35201,40828.37491446002
2,Cat D: Motorcycles,Dec,2020,7689,8918.194787570897
1,Cat A: ≤1600cc or ≤97kW,Dec,2020,40714,47222.70549891553
1,Cat B: >1600cc or >97kW,Dec,2020,45012,52207.801245694005
1,Cat C: Buses,Dec,2020,32889,38146.76919864992
1,Cat D: Motorcycles,Dec,2020,7670,8896.157370356193
2,Cat A: ≤1600cc or ≤97kW,Nov,2020,37690,43873.536190720086
2,Cat B: >1600cc or >97kW,Nov,2020,41101,47844.15523944776
2,Cat C: Buses,Nov,2020,30334,35310.6884268852
2,Cat D: Motorcycles,Nov,2020,7300,8497.660233278233
1,Cat A: ≤1600cc or ≤97kW,Nov,2020,35990,41894.62901310735
1,Cat B: >1600cc or >97kW,Nov,2020,39000,45398.45878052755
1,Cat C: Buses,Nov,2020,31502,36670.31406420971
1,Cat D: Motorcycles,Nov,2020,7251,8440.62114404116
2,Cat A: ≤1600cc or ≤97kW,Oct,2020,37334,43423.74616171955
2,Cat B: >1600cc or >97kW,Oct,2020,40990,47676.09565460128
2,Cat C: Buses,Oct,2020,33778,39287.70819763655
2,Cat D: Motorcycles,Oct,2020,7300,8490.74160230762
1,Cat A: ≤1600cc or ≤97kW,Oct,2020,36534,42493.25393132967
1,Cat B: >1600cc or >97kW,Oct,2020,40690,47327.16106820508
1,Cat C: Buses,Oct,2020,33089,38486.321764213266
1,Cat D: Motorcycles,Oct,2020,7451,8666.37201079371
2,Cat A: ≤1600cc or ≤97kW,Sep,2020,38504,44815.866660459054
2,Cat B: >1600cc or >97kW,Sep,2020,40989,47708.22663997393
2,Cat C: Buses,Sep,2020,28589,33275.52493132828
2,Cat D: Motorcycles,Sep,2020,7331,8532.752921458168
1,Cat A: ≤1600cc or ≤97kW,Sep,2020,37766,43956.88812328321
1,Cat B: >1600cc or >97kW,Sep,2020,41510,48314.63289724848
1,Cat C: Buses,Sep,2020,26644,31011.685832673775
1,Cat D: Motorcycles,Sep,2020,7399,8611.89999534429
2,Cat A: ≤1600cc or ≤97kW,Aug,2020,35710,41702.67429639145
2,Cat B: >1600cc or >97kW,Aug,2020,38802,45313.55833236015
2,Cat C: Buses,Aug,2020,25006,29202.382342636927
2,Cat D: Motorcycles,Aug,2020,7432,8679.201214527619
1,Cat A: ≤1600cc or ≤97kW,Aug,2020,33000,38537.89559733738
1,Cat B: >1600cc or >97kW,Aug,2020,37102,43328.27280158823
1,Cat C: Buses,Aug,2020,24100,28144.341936237302
1,Cat D: Motorcycles,Aug,2020,7701,8993.343454396823
2,Cat A: ≤1600cc or ≤97kW,Jul,2020,32699,38247.128453458725
2,Cat B: >1600cc or >97kW,Jul,2020,35001,40939.71506772405
2,Cat C: Buses,Jul,2020,23888,27941.142068449248
2,Cat D: Motorcycles,Jul,2020,6510,7614.569443469717
1,Cat A: ≤1600cc or ≤97kW,Jul,2020,33520,39207.42976115283
1,Cat B: >1600cc or >97kW,Jul,2020,35889,41978.384448031444
1,Cat C: Buses,Jul,2020,24502,28659.321121950077
1,Cat D: Motorcycles,Jul,2020,7702,9008.819332350808
2,Cat A: ≤1600cc or ≤97kW,Mar,2020,31210,36404.56777595036
2,Cat B: >1600cc or >97kW,Mar,2020,30012,35007.17360114778
2,Cat C: Buses,Mar,2020,22002,25663.995520873432
2,Cat D: Motorcycles,Mar,2020,4489,5236.1456182711045
1,Cat A: ≤1600cc or ≤97kW,Mar,2020,32699,38141.39576115991
1,Cat B: >1600cc or >97kW,Mar,2020,32801,38260.372560684
1,Cat C: Buses,Mar,2020,24202,28230.16178511857
1,Cat D: Motorcycles,Mar,2020,4310,5027.352999498431
2,Cat A: ≤1600cc or ≤97kW,Feb,2020,32999,38325.029325342904
2,Cat B: >1600cc or >97kW,Feb,2020,32889,38197.275356259364
2,Cat C: Buses,Feb,2020,25001,29036.154373250643
2,Cat D: Motorcycles,Feb,2020,4309,5004.471388917924
1,Cat A: ≤1600cc or ≤97kW,Feb,2020,30010,34853.60556542745
1,Cat B: >1600cc or >97kW,Feb,2020,30890,35875.637318095774
1,Cat C: Buses,Feb,2020,25013,29050.09116987794
1,Cat D: Motorcycles,Feb,2020,4401,5111.320163060521
2,Cat A: ≤1600cc or ≤97kW,Jan,2020,35010,40591.77497710119
2,Cat B: >1600cc or >97kW,Jan,2020,37705,43716.448886363905
2,Cat C: Buses,Jan,2020,25001,28987.002747857947
2,Cat D: Motorcycles,Jan,2020,4610,5344.98950712472
1,Cat A: ≤1600cc or ≤97kW,Jan,2020,35320,40951.199434196344
1,Cat B: >1600cc or >97kW,Jan,2020,37109,43025.426381755155
1,Cat C: Buses,Jan,2020,24402,28292.501942051502
1,Cat D: Motorcycles,Jan,2020,3989,4624.981159201846
2,Cat A: ≤1600cc or ≤97kW,Dec,2019,32889,38161.37566137566
2,Cat B: >1600cc or >97kW,Dec,2019,36000,41771.09440267335
2,Cat C: Buses,Dec,2019,23200,26919.14972616727
2,Cat D: Motorcycles,Dec,2019,3658,4244.407314582753
1,Cat A: ≤1600cc or ≤97kW,Dec,2019,33009,38300.612642717904
1,Cat B: >1600cc or >97kW,Dec,2019,37900,43975.67994059222
1,Cat C: Buses,Dec,2019,23704,27503.945047804697
1,Cat D: Motorcycles,Dec,2019,3789,4396.4076858813705
2,Cat A: ≤1600cc or ≤97kW,Nov,2019,32000,37201.0834815564
2,Cat B: >1600cc or >97kW,Nov,2019,39700,46152.59419430591
2,Cat C: Buses,Nov,2019,24502,28484.404608284214
2,Cat D: Motorcycles,Nov,2019,3921,4558.295260349458
1,Cat A: ≤1600cc or ≤97kW,Nov,2019,30000,34876.01576395912
1,Cat B: >1600cc or >97kW,Nov,2019,40009,46511.81715667468
1,Cat C: Buses,Nov,2019,25392,29519.059742615
1,Cat D: Motorcycles,Nov,2019,4100,4766.3888210744135
2,Cat A: ≤1600cc or ≤97kW,Oct,2019,32309,37510.15859010379
2,Cat B: >1600cc or >97kW,Oct,2019,41805,48534.84106160169
2,Cat C: Buses,Oct,2019,26001,30186.68586156454
2,Cat D: Motorcycles,Oct,2019,3889,4515.057932988135
1,Cat A: ≤1600cc or ≤97kW,Oct,2019,34001,39474.53967074558
1,Cat B: >1600cc or >97kW,Oct,2019,41361,48019.36517519214
1,Cat C: Buses,Oct,2019,26509,30776.464578447536
1,Cat D: Motorcycles,Oct,2019,3800,4411.730559360995
2,Cat A: ≤1600cc or ≤97kW,Sep,2019,31759,36960.01303416814
2,Cat B: >1600cc or >97kW,Sep,2019,37000,43059.3054650405
2,Cat C: Buses,Sep,2019,25556,29741.17866120473
2,Cat D: Motorcycles,Sep,2019,3601,4190.717810259753
1,Cat A: ≤1600cc or ≤97kW,Sep,2019,31783,36987.94339446979
1,Cat B: >1600cc or >97kW,Sep,2019,36001,41896.70421748441
1,Cat C: Buses,Sep,2019,25502,29678.335350526024
1,Cat D: Motorcycles,Sep,2019,4089,4758.63513639326
2,Cat A: ≤1600cc or ≤97kW,Aug,2019,31917,37120.56011723384
2,Cat B: >1600cc or >97kW,Aug,2019,38602,44895.44323230444
2,Cat C: Buses,Aug,2019,26501,30821.567304784723
2,Cat D: Motorcycles,Aug,2019,4301,5002.209764834501
1,Cat A: ≤1600cc or ≤97kW,Aug,2019,32725,38060.291688958154
1,Cat B: >1600cc or >97kW,Aug,2019,40001,46522.52797097067
1,Cat C: Buses,Aug,2019,27800,32332.348631108838
1,Cat D: Motorcycles,Aug,2019,4400,5117.350143053197
2,Cat A: ≤1600cc or ≤97kW,Jul,2019,26667,31067.0223796265
2,Cat B: >1600cc or >97kW,Jul,2019,39406,45907.941796661114
2,Cat C: Buses,Jul,2019,24599,28657.804909304843
2,Cat D: Motorcycles,Jul,2019,3554,4140.405652574064
1,Cat A: ≤1600cc or ≤97kW,Jul,2019,28589,33306.15002854247
1,Cat B: >1600cc or >97kW,Jul,2019,34000,39609.958409543666
1,Cat C: Buses,Jul,2019,25089,29228.654309912974
1,Cat D: Motorcycles,Jul,2019,3081,3589.361231170707
2,Cat A: ≤1600cc or ≤97kW,Jun,2019,26999,31455.26778744772
2,Cat B: >1600cc or >97kW,Jun,2019,35906,41832.39546561346
2,Cat C: Buses,Jun,2019,25501,29710.01829133317
2,Cat D: Motorcycles,Jun,2019,3000,3495.159204501765
1,Cat A: ≤1600cc or ≤97kW,Jun,2019,30009,34962.07752263116
1,Cat B: >1600cc or >97kW,Jun,2019,39728,46285.228292148706
1,Cat C: Buses,Jun,2019,25502,29711.18334440134
1,Cat D: Motorcycles,Jun,2019,3090,3600.013980636818
2,Cat A: ≤1600cc or ≤97kW,May,2019,27000,31366.171003717474
2,Cat B: >1600cc or >97kW,May,2019,42564,49447.02602230483
2,Cat C: Buses,May,2019,27400,31830.85501858736
2,Cat D: Motorcycles,May,2019,3202,3719.7955390334573
1,Cat A: ≤1600cc or ≤97kW,May,2019,36704,42639.40520446097
1,Cat B: >1600cc or >97kW,May,2019,48010,55773.69888475836
1,Cat C: Buses,May,2019,28559,33177.276951672866
1,Cat D: Motorcycles,May,2019,3352,3894.0520446096657
2,Cat A: ≤1600cc or ≤97kW,Apr,2019,33199,38513.4743216436
2,Cat B: >1600cc or >97kW,Apr,2019,48000,55683.808772520046
2,Cat C: Buses,Apr,2019,32001,37123.699261029455
2,Cat D: Motorcycles,Apr,2019,3452,4004.593914223733
1,Cat A: ≤1600cc or ≤97kW,Apr,2019,29159,33826.7537499565
1,Cat B: >1600cc or >97kW,Apr,2019,43102,50001.74011902414
1,Cat C: Buses,Apr,2019,27589,32005.429171355325
1,Cat D: Motorcycles,Apr,2019,3501,4061.4378023456807
2,Cat A: ≤1600cc or ≤97kW,Mar,2019,26659,31079.7892184294
2,Cat B: >1600cc or >97kW,Mar,2019,39401,45934.76030591308
2,Cat C: Buses,Mar,2019,27021,31501.818690542812
2,Cat D: Motorcycles,Mar,2019,3469,4044.254803208357
1,Cat A: ≤1600cc or ≤97kW,Mar,2019,26309,30671.749673568367
1,Cat B: >1600cc or >97kW,Mar,2019,36961,43090.14176459616
1,Cat C: Buses,Mar,2019,27010,31488.994590561462
1,Cat D: Motorcycles,Mar,2019,3602,4199.30983025555
2,Cat A: ≤1600cc or ≤97kW,Feb,2019,26301,30660.278380079737
2,Cat B: >1600cc or >97kW,Feb,2019,35403,41270.89599216619
2,Cat C: Buses,Feb,2019,26914,31374.88051106293
2,Cat D: Motorcycles,Feb,2019,3689,4300.435988902101
1,Cat A: ≤1600cc or ≤97kW,Feb,2019,25689,29946.84199482409
1,Cat B: >1600cc or >97kW,Feb,2019,34509,40228.71931174373
1,Cat C: Buses,Feb,2019,26378,30750.040801100466
1,Cat D: Motorcycles,Feb,2019,3709,4323.750903452939
2,Cat A: ≤1600cc or ≤97kW,Jan,2019,26170,30573.50140775962
2,Cat B: >1600cc or >97kW,Jan,2019,33989,39708.1673423134
2,Cat C: Buses,Jan,2019,26230,30643.597322336067
2,Cat D: Motorcycles,Jan,2019,2889,3375.118286855848
1,Cat A: ≤1600cc or ≤97kW,Jan,2019,25920,30281.43509702443
1,Cat B: >1600cc or >97kW,Jan,2019,32200,37618.14082269239
1,Cat C: Buses,Jan,2019,27002,31545.49808988633
1,Cat D: Motorcycles,Jan,2019,3610,4217.4375270161345
2,Cat A: ≤1600cc or ≤97kW,Dec,2018,25501,29815.269496083245
2,Cat B: >1600cc or >97kW,Dec,2018,31001,36245.76172103355
2,Cat C: Buses,Dec,2018,27001,31569.040102887877
2,Cat D: Motorcycles,Dec,2018,3789,4430.024552788495
1,Cat A: ≤1600cc or ≤97kW,Dec,2018,23568,27555.243774114344
1,Cat B: >1600cc or >97kW,Dec,2018,31001,36245.76172103355
1,Cat C: Buses,Dec,2018,27009,31578.393546124167
1,Cat D: Motorcycles,Dec,2018,3399,3974.0441950192912
2,Cat A: ≤1600cc or ≤97kW,Nov,2018,25000,29251.39821683477
2,Cat B: >1600cc or >97kW,Nov,2018,31101,36389.90943767112
2,Cat C: Buses,Nov,2018,27509,32187.068541876302
2,Cat D: Motorcycles,Nov,2018,2989,3497.297170804765
1,Cat A: ≤1600cc or ≤97kW,Nov,2018,28199,32994.40713266094
1,Cat B: >1600cc or >97kW,Nov,2018,32302,37795.14660800787
1,Cat C: Buses,Nov,2018,29501,34517.819951793696
1,Cat D: Motorcycles,Nov,2018,2509,2935.670325041537
2,Cat A: ≤1600cc or ≤97kW,Oct,2018,25556,29815.43271810906
2,Cat B: >1600cc or >97kW,Oct,2018,31302,36519.12173040577
2,Cat C: Buses,Oct,2018,29501,34417.948059826864
2,Cat D: Motorcycles,Oct,2018,3951,4609.515365051217
1,Cat A: ≤1600cc or ≤97kW,Oct,2018,28457,33199.94399981333
1,Cat B: >1600cc or >97kW,Oct,2018,31301,36517.9550598502
1,Cat C: Buses,Oct,2018,28501,33251.277504258345
1,Cat D: Motorcycles,Oct,2018,4109,4793.849312831043
2,Cat A: ≤1600cc or ≤97kW,Sep,2018,28000,32714.484337940623
2,Cat B: >1600cc or >97kW,Sep,2018,31307,36578.29861313954
2,Cat C: Buses,Sep,2018,27104,31667.620839126525
2,Cat D: Motorcycles,Sep,2018,4214,4923.529892860064
1,Cat A: ≤1600cc or ≤97kW,Sep,2018,30209,35295.42347731601
1,Cat B: >1600cc or >97kW,Sep,2018,32001,37389.15047494421
1,Cat C: Buses,Sep,2018,27001,31547.278271740528
1,Cat D: Motorcycles,Sep,2018,4390,5129.163794412833
2,Cat A: ≤1600cc or ≤97kW,Aug,2018,31997,37375.74320456962
2,Cat B: >1600cc or >97kW,Aug,2018,32429,37880.363045941434
2,Cat C: Buses,Aug,2018,29902,34928.570594213226
2,Cat D: Motorcycles,Aug,2018,4889,5710.84815848801
1,Cat A: ≤1600cc or ≤97kW,Aug,2018,33798,39479.49397843685
1,Cat B: >1600cc or >97kW,Aug,2018,34381,40160.49714399187
1,Cat C: Buses,Aug,2018,30389,35497.43601724118
1,Cat D: Motorcycles,Aug,2018,5514,6440.911586398627
2,Cat A: ≤1600cc or ≤97kW,Jul,2018,32699,38182.37018180969
2,Cat B: >1600cc or >97kW,Jul,2018,32551,38009.55172292997
2,Cat C: Buses,Jul,2018,30889,36068.84713740235
2,Cat D: Motorcycles,Jul,2018,6189,7226.847581125422
1,Cat A: ≤1600cc or ≤97kW,Jul,2018,25000,29192.307243195275
1,Cat B: >1600cc or >97kW,Jul,2018,31000,36198.46098156214
1,Cat C: Buses,Jul,2018,31092,36305.8886722171
1,Cat D: Motorcycles,Jul,2018,6514,7606.347575286961
2,Cat A: ≤1600cc or ≤97kW,Jun,2018,34110,39953.61585494413
2,Cat B: >1600cc or >97kW,Jun,2018,33900,39707.63932813269
2,Cat C: Buses,Jun,2018,32001,37483.30873568066
2,Cat D: Motorcycles,Jun,2018,6889,8069.201396209619
1,Cat A: ≤1600cc or ≤97kW,Jun,2018,36426,42666.38555063603
1,Cat B: >1600cc or >97kW,Jun,2018,36000,42167.40459624711
1,Cat C: Buses,Jun,2018,29902,35024.71478436058
1,Cat D: Motorcycles,Jun,2018,7001,8200.388877175721
2,Cat A: ≤1600cc or ≤97kW,May,2018,38001,44536.24920891639
2,Cat B: >1600cc or >97kW,May,2018,37989,44522.18550031644
2,Cat C: Buses,May,2018,29901,35043.24590394487
2,Cat D: Motorcycles,May,2018,7115,8338.607224058318
1,Cat A: ≤1600cc or ≤97kW,May,2018,38941,45637.90638257976
1,Cat B: >1600cc or >97kW,May,2018,38501,45122.23706724797
1,Cat C: Buses,May,2018,33190,38897.87403604998
1,Cat D: Motorcycles,May,2018,7204,8442.913062841339
2,Cat A: ≤1600cc or ≤97kW,Apr,2018,38510,45092.09278362586
2,Cat B: >1600cc or >97kW,Apr,2018,37330,43710.40829947426
2,Cat C: Buses,Apr,2018,34202,40047.77349741812
2,Cat D: Motorcycles,Apr,2018,7115,8331.089071812465
1,Cat A: ≤1600cc or ≤97kW,Apr,2018,37000,43324.00501153355
1,Cat B: >1600cc or >97kW,Apr,2018,37605,44032.41103942484
1,Cat C: Buses,Apr,2018,34001,39812.4187674906
1,Cat D: Motorcycles,Apr,2018,7114,8329.918152758099
2,Cat A: ≤1600cc or ≤97kW,Mar,2018,38000,44602.509478033266
2,Cat B: >1600cc or >97kW,Mar,2018,37010,43440.49673110555
2,Cat C: Buses,Mar,2018,35001,41082.4324800169
2,Cat D: Motorcycles,Mar,2018,7602,8922.849396105496
1,Cat A: ≤1600cc or ≤97kW,Mar,2018,38830,45576.72218505346
1,Cat B: >1600cc or >97kW,Mar,2018,39001,45777.43347770461
1,Cat C: Buses,Mar,2018,36003,42258.53022993767
1,Cat D: Motorcycles,Mar,2018,8009,9400.565747620221
2,Cat A: ≤1600cc or ≤97kW,Feb,2018,36810,43178.379139247634
2,Cat B: >1600cc or >97kW,Feb,2018,39000,45747.263961713055
2,Cat C: Buses,Feb,2018,36859,43235.856470891835
2,Cat D: Motorcycles,Feb,2018,7667,8993.442892165487
1,Cat A: ≤1600cc or ≤97kW,Feb,2018,40000,46920.27072996211
1,Cat B: >1600cc or >97kW,Feb,2018,42322,49643.99244583641
1,Cat C: Buses,Feb,2018,38303,44929.67824424346
1,Cat D: Motorcycles,Feb,2018,8451,9913.080198472744
2,Cat A: ≤1600cc or ≤97kW,Jan,2018,36890,43181.04669265255
2,Cat B: >1600cc or >97kW,Jan,2018,42661,49936.205826924655
2,Cat C: Buses,Jan,2018,39000,45650.876145661416
2,Cat D: Motorcycles,Jan,2018,8001,9365.452821575307
1,Cat A: ≤1600cc or ≤97kW,Jan,2018,41400,48460.160831548266
1,Cat B: >1600cc or >97kW,Jan,2018,45289,53012.37255797076
1,Cat C: Buses,Jan,2018,40101,46939.63549531201
1,Cat D: Motorcycles,Jan,2018,7701,9014.29223583945
2,Cat A: ≤1600cc or ≤97kW,Dec,2017,38200,44862.00822078685
2,Cat B: >1600cc or >97kW,Dec,2017,47002,55199.06048150323
2,Cat C: Buses,Dec,2017,45112,52979.44803288314
2,Cat D: Motorcycles,Dec,2017,7501,8809.16030534351
1,Cat A: ≤1600cc or ≤97kW,Dec,2017,42339,49722.84204345273
1,Cat B: >1600cc or >97kW,Dec,2017,53711,63078.09747504404
1,Cat C: Buses,Dec,2017,42000,49324.72108044627
1,Cat D: Motorcycles,Dec,2017,6552,7694.656488549618
2,Cat A: ≤1600cc or ≤97kW,Nov,2017,46791,54897.10678837084
2,Cat B: >1600cc or >97kW,Nov,2017,57390,67332.2852382852
2,Cat C: Buses,Nov,2017,57701,67697.16310392566
2,Cat D: Motorcycles,Nov,2017,5992,7030.058427388132
1,Cat A: ≤1600cc or ≤97kW,Nov,2017,47112,55273.71706126664
1,Cat B: >1600cc or >97kW,Nov,2017,57414,67360.44301569797
1,Cat C: Buses,Nov,2017,58036,68090.19874697892
1,Cat D: Motorcycles,Nov,2017,5502,6455.17047187742
2,Cat A: ≤1600cc or ≤97kW,Oct,2017,41617,48878.370760124024
2,Cat B: >1600cc or >97kW,Oct,2017,49996,58719.34604904632
2,Cat C: Buses,Oct,2017,51890,60943.81283472705
2,Cat D: Motorcycles,Oct,2017,4903,5758.479751949638
1,Cat A: ≤1600cc or ≤97kW,Oct,2017,41761,49047.49600676501
1,Cat B: >1600cc or >97kW,Oct,2017,48109,56503.100629521745
1,Cat C: Buses,Oct,2017,48902,57434.46396692662
1,Cat D: Motorcycles,Oct,2017,5010,5884.149206050925
2,Cat A: ≤1600cc or ≤97kW,Sep,2017,42902,50481.255736238905
2,Cat B: >1600cc or >97kW,Sep,2017,49189,57878.94476737345
2,Cat C: Buses,Sep,2017,46890,55173.79333066622
2,Cat D: Motorcycles,Sep,2017,5501,6472.830819193749
1,Cat A: ≤1600cc or ≤97kW,Sep,2017,36001,42361.09476855011
1,Cat B: >1600cc or >97kW,Sep,2017,49000,57656.55519732662
1,Cat C: Buses,Sep,2017,43002,50598.92217541712
1,Cat D: Motorcycles,Sep,2017,5402,6356.341044407314
2,Cat A: ≤1600cc or ≤97kW,Aug,2017,42900,50467.619551791075
2,Cat B: >1600cc or >97kW,Aug,2017,51000,59996.47079583554
2,Cat C: Buses,Aug,2017,42004,49413.56390800542
2,Cat D: Motorcycles,Aug,2017,3512,4131.521675195577
1,Cat A: ≤1600cc or ≤97kW,Aug,2017,46778,55029.70413505088
1,Cat B: >1600cc or >97kW,Aug,2017,53711,63185.694959120054
1,Cat D: Motorcycles,Aug,2017,5701,6706.664313863891
1,Cat C: Buses,Aug,2017,42801,50351.15581436386
2,Cat A: ≤1600cc or ≤97kW,Jul,2017,44002,51691.649828485504
2,Cat B: >1600cc or >97kW,Jul,2017,50001,58739.0160236831
2,Cat D: Motorcycles,Jul,2017,5851,6873.502185047695
2,Cat C: Buses,Jul,2017,42809,50290.16493585828
1,Cat A: ≤1600cc or ≤97kW,Jul,2017,42801,50280.766881255586
1,Cat B: >1600cc or >97kW,Jul,2017,49802,58505.23941544101
1,Cat D: Motorcycles,Jul,2017,6001,7049.715708848269
1,Cat C: Buses,Jul,2017,40212,47239.321460457686
2,Cat A: ≤1600cc or ≤97kW,Jun,2017,42801,50402.14792920312
2,Cat B: >1600cc or >97kW,Jun,2017,47501,55936.833924092374
2,Cat D: Motorcycles,Jun,2017,6001,7066.734181985186
2,Cat C: Buses,Jun,2017,36879,43428.443575642676
1,Cat A: ≤1600cc or ≤97kW,Jun,2017,45201,53228.37056489125
1,Cat B: >1600cc or >97kW,Jun,2017,50110,59009.17344763834
1,Cat D: Motorcycles,Jun,2017,6101,7184.493458472191
1,Cat C: Buses,Jun,2017,38501,45338.4990402619
2,Cat A: ≤1600cc or ≤97kW,May,2017,46489,54667.215428033865
2,Cat B: >1600cc or >97kW,May,2017,53001,62324.78833490122
2,Cat D: Motorcycles,May,2017,6101,7174.270931326434
2,Cat C: Buses,May,2017,30600,35983.06679209783
1,Cat A: ≤1600cc or ≤97kW,May,2017,51106,60096.4252116651
1,Cat B: >1600cc or >97kW,May,2017,55414,65162.27657572906
1,Cat D: Motorcycles,May,2017,6301,7409.454374412041
1,Cat C: Buses,May,2017,26029,30607.94920037629
2,Cat A: ≤1600cc or ≤97kW,Apr,2017,51600,60439.94658795418
2,Cat B: >1600cc or >97kW,Apr,2017,54406,63726.66151287277
2,Cat D: Motorcycles,Apr,2017,6712,7861.878323611404
2,Cat C: Buses,Apr,2017,26501,31041.06636680957
1,Cat A: ≤1600cc or ≤97kW,Apr,2017,52000,60908.47330569026
1,Cat B: >1600cc or >97kW,Apr,2017,54405,63725.490196078434
1,Cat D: Motorcycles,Apr,2017,7589,8889.123152247757
1,Cat C: Buses,Apr,2017,45906,53770.4687609811
2,Cat A: ≤1600cc or ≤97kW,Mar,2017,51765,60891.40356655531
2,Cat B: >1600cc or >97kW,Mar,2017,54000,63520.4441725874
2,Cat D: Motorcycles,Mar,2017,8081,9505.716839975532
2,Cat C: Buses,Mar,2017,47036,55328.65948336705
1,Cat A: ≤1600cc or ≤97kW,Mar,2017,50789,59743.330353361875
1,Cat B: >1600cc or >97kW,Mar,2017,53300,62697.031007387195
1,Cat D: Motorcycles,Mar,2017,7483,8802.286735990214
1,Cat C: Buses,Mar,2017,49002,57641.27417305792
2,Cat A: ≤1600cc or ≤97kW,Feb,2017,49430,58117.38701029958
2,Cat B: >1600cc or >97kW,Feb,2017,50621,59517.70681465456
2,Cat D: Motorcycles,Feb,2017,6801,7996.284625875934
2,Cat C: Buses,Feb,2017,49810,58564.17250623148
1,Cat A: ≤1600cc or ≤97kW,Feb,2017,48401,56907.53891736819
1,Cat B: >1600cc or >97kW,Feb,2017,48209,56681.79466679208
1,Cat D: Motorcycles,Feb,2017,6412,7538.917368198278
1,Cat C: Buses,Feb,2017,48901,57495.414569910165
2,Cat A: ≤1600cc or ≤97kW,Jan,2017,50889,59938.51734941462
2,Cat B: >1600cc or >97kW,Jan,2017,52807,62197.59251843302
2,Cat D: Motorcycles,Jan,2017,6052,7128.21841652729
2,Cat C: Buses,Jan,2017,47001,55359.119926503496
1,Cat A: ≤1600cc or ≤97kW,Jan,2017,50101,59010.38844785753
1,Cat B: >1600cc or >97kW,Jan,2017,53106,62549.76325646039
1,Cat D: Motorcycles,Jan,2017,6053,7129.396245082566
1,Cat C: Buses,Jan,2017,46302,54535.81776636593
2,Cat A: ≤1600cc or ≤97kW,Dec,2016,49751,58637.51546938535
2,Cat B: >1600cc or >97kW,Dec,2016,51109,60238.08120690671
2,Cat D: Motorcycles,Dec,2016,6101,7190.759620484413
2,Cat C: Buses,Dec,2016,49500,58341.68189050622
1,Cat A: ≤1600cc or ≤97kW,Dec,2016,48000,56573.752136248455
1,Cat B: >1600cc or >97kW,Dec,2016,46229,54486.41640638812
1,Cat D: Motorcycles,Dec,2016,6113,7204.903058518475
1,Cat C: Buses,Dec,2016,51209,60355.943190523896
2,Cat A: ≤1600cc or ≤97kW,Nov,2016,50951,60144.72224189626
2,Cat B: >1600cc or >97kW,Nov,2016,53001,62564.629223032796
2,Cat D: Motorcycles,Nov,2016,6212,7332.9083740585975
2,Cat C: Buses,Nov,2016,49002,57844.039946171826
1,Cat A: ≤1600cc or ≤97kW,Nov,2016,52668,62171.541893901835
1,Cat B: >1600cc or >97kW,Nov,2016,56206,66347.94721061454
1,Cat D: Motorcycles,Nov,2016,6311,7449.772174611045
1,Cat C: Buses,Nov,2016,48001,56662.41707391931
2,Cat A: ≤1600cc or ≤97kW,Oct,2016,50991,60219.66341895483
2,Cat B: >1600cc or >97kW,Oct,2016,56410,66619.42722173015
2,Cat D: Motorcycles,Oct,2016,6354,7503.985828166519
2,Cat C: Buses,Oct,2016,45589,53839.976380277534
1,Cat A: ≤1600cc or ≤97kW,Oct,2016,51507,60829.052258635966
1,Cat B: >1600cc or >97kW,Oct,2016,53001,62593.44552701506
1,Cat D: Motorcycles,Oct,2016,6353,7502.804842043106
