bidding_exercise,category,month,year,quota_premium,adjusted_premium
2,Cat A: ≤1600cc or ≤97kW,Jun,2012,59004,71586.8143600694
2,Cat B: >1600cc or >97kW,Jun,2012,85400,103611.85591400458
2,Cat D: Motorcycles,Jun,2012,1712,2077.0901326086164
2,Cat C: Buses,Jun,2012,54502,66124.74673331472
1,Cat A: ≤1600cc or ≤97kW,Jun,2012,59003,71585.60110648726
1,Cat B: >1600cc or >97kW,Jun,2012,83000,100700.0473168897
1,Cat D: Motorcycles,Jun,2012,1912,2319.7408490348566
1,Cat C: Buses,Jun,2012,54522,66149.01180495735
2,Cat A: ≤1600cc or ≤97kW,May,2012,58001,70374.19010410347
2,Cat B: >1600cc or >97kW,May,2012,85216,103394.88946589337
2,Cat D: Motorcycles,May,2012,1890,2293.1883811788684
2,Cat C: Buses,May,2012,57106,69288.26227280448
1,Cat A: ≤1600cc or ≤97kW,May,2012,62600,75954.28183163871
1,Cat B: >1600cc or >97kW,May,2012,92050,111686.76745371155
1,Cat D: Motorcycles,May,2012,2021,2452.1342425198377
1,Cat C: Buses,May,2012,58553,71043.94671066999
2,Cat A: ≤1600cc or ≤97kW,Apr,2012,64201,78060.67238129977
2,Cat B: >1600cc or >97kW,Apr,2012,91000,110645.02401361785
2,Cat D: Motorcycles,Apr,2012,1924,2339.35193628792
2,Cat C: Buses,Apr,2012,57589,70021.27788923339
1,Cat A: ≤1600cc or ≤97kW,Apr,2012,58501,71130.1598881391
1,Cat B: >1600cc or >97kW,Apr,2012,83700,101769.10450483311
1,Cat D: Motorcycles,Apr,2012,1896,2305.307313514499
1,Cat C: Buses,Apr,2012,53989,65644.11210407928
2,Cat A: ≤1600cc or ≤97kW,Mar,2012,56501,69054.3992373596
2,Cat B: >1600cc or >97kW,Mar,2012,82003,100222.43678273304
2,Cat D: Motorcycles,Mar,2012,2000,2444.3602498136174
2,Cat C: Buses,Mar,2012,51511,62955.720414074625
1,Cat A: ≤1600cc or ≤97kW,Mar,2012,56551,69115.50824360494
1,Cat B: >1600cc or >97kW,Mar,2012,79304,96923.77262560956
1,Cat D: Motorcycles,Mar,2012,1490,1821.0483861111452
1,Cat C: Buses,Mar,2012,50009,61120.0058664646
2,Cat A: ≤1600cc or ≤97kW,Feb,2012,57009,70154.56178779749
2,Cat B: >1600cc or >97kW,Feb,2012,78189,96218.40466638774
2,Cat D: Motorcycles,Feb,2012,2012,2475.942014717826
2,Cat C: Buses,Feb,2012,52004,63995.47143806453
1,Cat A: ≤1600cc or ≤97kW,Feb,2012,52809,64986.09436144816
1,Cat B: >1600cc or >97kW,Feb,2012,73890,90928.10907927445
1,Cat D: Motorcycles,Feb,2012,1802,2217.5186434003595
1,Cat C: Buses,Feb,2012,49801,61284.48721419606
2,Cat A: ≤1600cc or ≤97kW,Jan,2012,48112,59149.25006147037
2,Cat B: >1600cc or >97kW,Jan,2012,67889,83463.24071797394
2,Cat D: Motorcycles,Jan,2012,1552,1908.0403245635603
2,Cat C: Buses,Jan,2012,44001,54095.156134743054
1,Cat A: ≤1600cc or ≤97kW,Jan,2012,46889,57645.68477993607
1,Cat B: >1600cc or >97kW,Jan,2012,65801,80896.2380132776
1,Cat D: Motorcycles,Jan,2012,1682,2067.863289894271
1,Cat C: Buses,Jan,2012,38699,47576.8379641013
2,Cat A: ≤1600cc or ≤97kW,Dec,2011,50001,61807.46124749685
2,Cat B: >1600cc or >97kW,Dec,2011,70003,86532.42354569952
2,Cat D: Motorcycles,Dec,2011,1481,1830.700388143094
2,Cat C: Buses,Dec,2011,39589,48936.932927884496
1,Cat A: ≤1600cc or ≤97kW,Dec,2011,52392,64763.03493287844
1,Cat B: >1600cc or >97kW,Dec,2011,72350,89433.60775297288
1,Cat D: Motorcycles,Dec,2011,1902,2351.1088036787064
1,Cat C: Buses,Dec,2011,40009,49456.105218917655
2,Cat A: ≤1600cc or ≤97kW,Nov,2011,54887,68172.44634340222
2,Cat B: >1600cc or >97kW,Nov,2011,77340,96060.2146263911
2,Cat D: Motorcycles,Nov,2011,1889,2346.2341017488075
2,Cat C: Buses,Nov,2011,40189,49916.78259141494
1,Cat A: ≤1600cc or ≤97kW,Nov,2011,55997,69551.12281399046
1,Cat B: >1600cc or >97kW,Nov,2011,77000,95637.9173290938
1,Cat D: Motorcycles,Nov,2011,2012,2499.006359300477
1,Cat C: Buses,Nov,2011,40803,50679.401828298884
2,Cat A: ≤1600cc or ≤97kW,Oct,2011,56112,70082.18219968525
2,Cat B: >1600cc or >97kW,Oct,2011,75889,94783.05398046611
2,Cat D: Motorcycles,Oct,2011,2091,2611.595433767142
2,Cat C: Buses,Oct,2011,37011,46225.61386855844
1,Cat A: ≤1600cc or ≤97kW,Oct,2011,50289,62809.4322184198
1,Cat B: >1600cc or >97kW,Oct,2011,63600,79434.4665650838
1,Cat D: Motorcycles,Oct,2011,2078,2595.358828966103
1,Cat C: Buses,Oct,2011,32801,40967.451852221915
2,Cat A: ≤1600cc or ≤97kW,Sep,2011,48006,60192.592221079816
2,Cat B: >1600cc or >97kW,Sep,2011,64889,81361.43641698222
2,Cat D: Motorcycles,Sep,2011,2109,2644.3814730295658
2,Cat C: Buses,Sep,2011,30089,37727.261328585395
1,Cat A: ≤1600cc or ≤97kW,Sep,2011,51000,63946.63590540913
1,Cat B: >1600cc or >97kW,Sep,2011,63002,78995.41088848207
1,Cat D: Motorcycles,Sep,2011,2339,2932.768262406901
1,Cat C: Buses,Sep,2011,31900,39997.99383103041
2,Cat A: ≤1600cc or ≤97kW,Aug,2011,49301,61712.6477067895
2,Cat B: >1600cc or >97kW,Aug,2011,65521,82016.0725015021
2,Cat D: Motorcycles,Aug,2011,1999,2502.2531544161825
2,Cat C: Buses,Aug,2011,32289,40417.83496895654
1,Cat A: ≤1600cc or ≤97kW,Aug,2011,48801,61086.7714800721
1,Cat B: >1600cc or >97kW,Aug,2011,70890,88736.73142399358
1,Cat D: Motorcycles,Aug,2011,1890,2365.8121369917885
1,Cat C: Buses,Aug,2011,34009,42570.849188864406
2,Cat A: ≤1600cc or ≤97kW,Jul,2011,56002,70605.29268630937
2,Cat B: >1600cc or >97kW,Jul,2011,72501,91406.6341389614
2,Cat D: Motorcycles,Jul,2011,2012,2536.6567066328785
2,Cat C: Buses,Jul,2011,34502,43498.87161642523
1,Cat A: ≤1600cc or ≤97kW,Jul,2011,55989,70588.90275729037
1,Cat B: >1600cc or >97kW,Jul,2011,68501,86363.57905619225
1,Cat D: Motorcycles,Jul,2011,2360,2975.4024988337937
1,Cat C: Buses,Jul,2011,32590,41088.29128686158
2,Cat A: ≤1600cc or ≤97kW,Jun,2011,50244,63976.570955624884
2,Cat B: >1600cc or >97kW,Jun,2011,67700,86203.60348889031
2,Cat D: Motorcycles,Jun,2011,2290,2915.897370599096
2,Cat C: Buses,Jun,2011,31089,39586.171770548164
1,Cat A: ≤1600cc or ≤97kW,Jun,2011,53390,67982.42821671866
1,Cat B: >1600cc or >97kW,Jun,2011,63000,80219.0106322022
1,Cat D: Motorcycles,Jun,2011,2491,3171.8342140446935
1,Cat C: Buses,Jun,2011,29006,36933.85114916916
2,Cat A: ≤1600cc or ≤97kW,May,2011,46989,59974.728136008576
2,Cat B: >1600cc or >97kW,May,2011,56300,71858.88599581354
2,Cat D: Motorcycles,May,2011,2013,2569.3061724613262
2,Cat C: Buses,May,2011,22989,29342.16572216266
1,Cat A: ≤1600cc or ≤97kW,May,2011,44790,57168.019604839945
1,Cat B: >1600cc or >97kW,May,2011,56011,71490.01889008016
1,Cat D: Motorcycles,May,2011,2253,2875.6317965997855
1,Cat C: Buses,May,2011,21889,27938.17327819472
2,Cat A: ≤1600cc or ≤97kW,Apr,2011,44000,56087.394358118014
2,Cat B: >1600cc or >97kW,Apr,2011,56801,72405.00197580594
2,Cat D: Motorcycles,Apr,2011,2502,3189.3331973638924
2,Cat C: Buses,Apr,2011,23900,30465.652844523192
1,Cat A: ≤1600cc or ≤97kW,Apr,2011,43212,55082.920113704444
1,Cat B: >1600cc or >97kW,Apr,2011,55001,70110.51766115565
1,Cat D: Motorcycles,Apr,2011,2490,3174.036635266224
1,Cat C: Buses,Apr,2011,28189,35932.89908093156
2,Cat A: ≤1600cc or ≤97kW,Mar,2011,43813,56443.322211200284
2,Cat B: >1600cc or >97kW,Mar,2011,57002,73434.42021050461
2,Cat D: Motorcycles,Mar,2011,2534,3264.4963477319866
2,Cat C: Buses,Mar,2011,29690,38248.97259832781
1,Cat A: ≤1600cc or ≤97kW,Mar,2011,42600,54880.64104711232
1,Cat B: >1600cc or >97kW,Mar,2011,61894,79736.67598521056
1,Cat D: Motorcycles,Mar,2011,2604,3354.6758048516544
1,Cat C: Buses,Mar,2011,30001,38649.62704353091
2,Cat A: ≤1600cc or ≤97kW,Feb,2011,42999,55447.52350127016
2,Cat B: >1600cc or >97kW,Feb,2011,62000,79949.45131465266
2,Cat D: Motorcycles,Feb,2011,2001,2580.3040658164514
2,Cat C: Buses,Feb,2011,29011,37409.8956788611
1,Cat A: ≤1600cc or ≤97kW,Feb,2011,37124,47871.66823556719
1,Cat B: >1600cc or >97kW,Feb,2011,53400,68859.68871294278
1,Cat D: Motorcycles,Feb,2011,1819,2345.6137409895678
1,Cat C: Buses,Feb,2011,28589,36865.72360700976
2,Cat A: ≤1600cc or ≤97kW,Jan,2011,40123,51760.25903995253
2,Cat B: >1600cc or >97kW,Jan,2011,58910,75996.2330843557
2,Cat D: Motorcycles,Jan,2011,1690,2180.1669311247856
2,Cat C: Buses,Jan,2011,30000,38701.188126475485
1,Cat A: ≤1600cc or ≤97kW,Jan,2011,38889,50168.350168350174
1,Cat B: >1600cc or >97kW,Jan,2011,69000,89012.73269089361
1,Cat D: Motorcycles,Jan,2011,1503,1938.9295251364217
1,Cat C: Buses,Jan,2011,35111,45294.580543622695
2,Cat A: ≤1600cc or ≤97kW,Dec,2010,46129,60148.385750795394
2,Cat B: >1600cc or >97kW,Dec,2010,72001,93883.32550983154
2,Cat D: Motorcycles,Dec,2010,1551,2022.3752151462998
2,Cat C: Buses,Dec,2010,33501,43682.52229698013
1,Cat A: ≤1600cc or ≤97kW,Dec,2010,47604,62071.66327648256
1,Cat B: >1600cc or >97kW,Dec,2010,62502,81497.4182444062
1,Cat D: Motorcycles,Dec,2010,1701,2217.962760131435
1,Cat C: Buses,Dec,2010,32001,41726.64684712878
2,Cat A: ≤1600cc or ≤97kW,Nov,2010,39000,51152.23692666868
2,Cat B: >1600cc or >97kW,Nov,2010,47890,62812.323754311874
2,Cat D: Motorcycles,Nov,2010,1502,1970.0169195860606
2,Cat C: Buses,Nov,2010,31202,40924.41273297221
1,Cat A: ≤1600cc or ≤97kW,Nov,2010,34001,44595.56942932466
1,Cat B: >1600cc or >97kW,Nov,2010,45501,59678.92134359876
1,Cat D: Motorcycles,Nov,2010,1452,1904.437128654434
1,Cat C: Buses,Nov,2010,31006,40667.33995252023
2,Cat A: ≤1600cc or ≤97kW,Oct,2010,32415,42656.36720137911
2,Cat B: >1600cc or >97kW,Oct,2010,44600,58691.16079535735
2,Cat D: Motorcycles,Oct,2010,1689,2222.631627429564
2,Cat C: Buses,Oct,2010,30511,40150.807332447264
1,Cat A: ≤1600cc or ≤97kW,Oct,2010,33132,43599.899988156496
1,Cat B: >1600cc or >97kW,Oct,2010,42801,56323.77518390336
1,Cat D: Motorcycles,Oct,2010,1502,1976.5498545880432
1,Cat C: Buses,Oct,2010,30889,40648.234659367554
2,Cat A: ≤1600cc or ≤97kW,Sep,2010,30001,39642.960966198894
2,Cat B: >1600cc or >97kW,Sep,2010,42501,56160.31079045429
2,Cat D: Motorcycles,Sep,2010,1452,1918.655355585507
2,Cat C: Buses,Sep,2010,31001,40964.34895213933
1,Cat A: ≤1600cc or ≤97kW,Sep,2010,33089,43723.40706678295
1,Cat B: >1600cc or >97kW,Sep,2010,44129,58311.53043156532
1,Cat D: Motorcycles,Sep,2010,1502,1984.7247548825287
1,Cat C: Buses,Sep,2010,33000,43605.803536034255
2,Cat A: ≤1600cc or ≤97kW,Aug,2010,29000,38355.72955242831
2,Cat B: >1600cc or >97kW,Aug,2010,42810,56620.99248756745
2,Cat D: Motorcycles,Aug,2010,1251,1654.5868162099248
2,Cat C: Buses,Aug,2010,30002,39680.9861390329
1,Cat A: ≤1600cc or ≤97kW,Aug,2010,32104,42461.11522590202
1,Cat B: >1600cc or >97kW,Aug,2010,43334,57314.040842238916
1,Cat D: Motorcycles,Aug,2010,1301,1720.7173844037668
1,Cat C: Buses,Aug,2010,30112,39826.473389059356
2,Cat A: ≤1600cc or ≤97kW,Jul,2010,36162,48048.79021006896
2,Cat B: >1600cc or >97kW,Jul,2010,42889,56987.01850892229
2,Cat D: Motorcycles,Jul,2010,1290,1714.0351576513733
2,Cat C: Buses,Jul,2010,30601,40659.837100224555
1,Cat A: ≤1600cc or ≤97kW,Jul,2010,29501,39198.25673323501
1,Cat B: >1600cc or >97kW,Jul,2010,35909,47712.626725661365
1,Cat D: Motorcycles,Jul,2010,1320,1753.8964403874518
1,Cat C: Buses,Jul,2010,31389,41706.86012675888
2,Cat A: ≤1600cc or ≤97kW,Jun,2010,31510,42203.53057780397
2,Cat B: >1600cc or >97kW,Jun,2010,39911,53455.5731161769
2,Cat D: Motorcycles,Jun,2010,1454,1947.4431437679139
2,Cat C: Buses,Jun,2010,31689,42443.27770485655
1,Cat A: ≤1600cc or ≤97kW,Jun,2010,30051,40249.39058691168
1,Cat B: >1600cc or >97kW,Jun,2010,40002,53577.45573384051
1,Cat D: Motorcycles,Jun,2010,1452,1944.7644049181645
1,Cat C: Buses,Jun,2010,30189,40434.223567544395
2,Cat A: ≤1600cc or ≤97kW,May,2010,27389,36506.49783405531
2,Cat B: >1600cc or >97kW,May,2010,34600,46117.96067977341
2,Cat D: Motorcycles,May,2010,1312,1748.750416527824
2,Cat C: Buses,May,2010,29389,39172.27590803066
1,Cat A: ≤1600cc or ≤97kW,May,2010,26102,34791.06964345218
1,Cat B: >1600cc or >97kW,May,2010,38000,50649.78340553149
1,Cat D: Motorcycles,May,2010,1252,1668.7770743085637
1,Cat C: Buses,May,2010,32501,43320.226591136285
2,Cat A: ≤1600cc or ≤97kW,Apr,2010,30000,40216.633599656816
2,Cat B: >1600cc or >97kW,Apr,2010,40001,53623.51868732907
2,Cat D: Motorcycles,Apr,2010,1253,1679.7147300123331
2,Cat C: Buses,Apr,2010,35556,47664.75414231326
1,Cat A: ≤1600cc or ≤97kW,Apr,2010,34001,45580.19196739771
1,Cat B: >1600cc or >97kW,Apr,2010,45501,60996.56818059949
1,Cat D: Motorcycles,Apr,2010,1221,1636.8169875060323
1,Cat C: Buses,Apr,2010,36511,48944.98364523567
2,Cat A: ≤1600cc or ≤97kW,Mar,2010,28389,38363.51351351351
2,Cat B: >1600cc or >97kW,Mar,2010,36089,48768.91891891892
2,Cat D: Motorcycles,Mar,2010,1200,1621.6216216216217
2,Cat C: Buses,Mar,2010,32890,44445.94594594595
1,Cat A: ≤1600cc or ≤97kW,Mar,2010,20802,28110.81081081081
1,Cat B: >1600cc or >97kW,Mar,2010,26389,35660.81081081081
1,Cat D: Motorcycles,Mar,2010,1159,1566.2162162162163
1,Cat C: Buses,Mar,2010,27001,36487.83783783784
2,Cat A: ≤1600cc or ≤97kW,Feb,2010,20340,27571.810060864023
2,Cat B: >1600cc or >97kW,Feb,2010,23889,32382.643586233073
2,Cat D: Motorcycles,Feb,2010,1001,1356.9017635656287
2,Cat C: Buses,Feb,2010,23501,31856.69165390194
1,Cat A: ≤1600cc or ≤97kW,Feb,2010,19989,27096.01333857478
1,Cat B: >1600cc or >97kW,Feb,2010,23180,31421.561318133143
1,Cat D: Motorcycles,Feb,2010,852,1154.925377180735
1,Cat C: Buses,Feb,2010,21390,28995.13358907972
2,Cat A: ≤1600cc or ≤97kW,Jan,2010,20501,27839.489407930472
2,Cat B: >1600cc or >97kW,Jan,2010,22400,30418.250950570342
2,Cat D: Motorcycles,Jan,2010,852,1156.9799022270506
2,Cat C: Buses,Jan,2010,20090,27281.368821292774
1,Cat A: ≤1600cc or ≤97kW,Jan,2010,18502,25124.932102118415
1,Cat B: >1600cc or >97kW,Jan,2010,19190,26059.206952743076
1,Cat D: Motorcycles,Jan,2010,889,1207.2243346007604
1,Cat C: Buses,Jan,2010,19001,25802.552960347635
2,Cat A: ≤1600cc or ≤97kW,Dec,2009,18150,24766.661208449317
2,Cat B: >1600cc or >97kW,Dec,2009,17889,24410.512526608807
2,Cat D: Motorcycles,Dec,2009,851,1161.235740407183
2,Cat C: Buses,Dec,2009,17900,24425.5226243109
1,Cat A: ≤1600cc or ≤97kW,Dec,2009,18502,25246.984334916215
1,Cat B: >1600cc or >97kW,Dec,2009,19003,25930.626057529607
1,Cat D: Motorcycles,Dec,2009,854,1165.329403416844
1,Cat C: Buses,Dec,2009,18289,24956.33426123028
2,Cat A: ≤1600cc or ≤97kW,Nov,2009,17189,23420.170586151457
2,Cat B: >1600cc or >97kW,Nov,2009,18002,24527.8905632613
2,Cat D: Motorcycles,Nov,2009,851,1159.4953265934544
2,Cat C: Buses,Nov,2009,17000,23162.656347930348
1,Cat A: ≤1600cc or ≤97kW,Nov,2009,16747,22817.941521105266
1,Cat B: >1600cc or >97kW,Nov,2009,18389,25055.18162247595
1,Cat D: Motorcycles,Nov,2009,902,1228.9832956372454
1,Cat C: Buses,Nov,2009,16989,23147.66874676404
2,Cat A: ≤1600cc or ≤97kW,Oct,2009,18899,25764.454078224477
2,Cat B: >1600cc or >97kW,Oct,2009,19510,26597.41251209903
2,Cat D: Motorcycles,Oct,2009,931,1269.2050768203073
2,Cat C: Buses,Oct,2009,18110,24688.83344921135
1,Cat A: ≤1600cc or ≤97kW,Oct,2009,16201,22086.349569888076
1,Cat B: >1600cc or >97kW,Oct,2009,18109,24687.470178452146
1,Cat D: Motorcycles,Oct,2009,902,1229.6702248033482
1,Cat C: Buses,Oct,2009,21692,29572.0693086854
2,Cat A: ≤1600cc or ≤97kW,Sep,2009,15589,21352.45452553145
2,Cat B: >1600cc or >97kW,Sep,2009,19801,27121.68529476222
2,Cat D: Motorcycles,Sep,2009,900,1232.741617357002
2,Cat C: Buses,Sep,2009,15000,20545.6936226167
1,Cat A: ≤1600cc or ≤97kW,Sep,2009,18020,24682.22660530353
1,Cat B: >1600cc or >97kW,Sep,2009,19289,26420.392285776903
1,Cat D: Motorcycles,Sep,2009,1051,1439.5682664913436
1,Cat C: Buses,Sep,2009,16001,21916.77624369932
2,Cat A: ≤1600cc or ≤97kW,Aug,2009,15019,20526.17192838595
2,Cat B: >1600cc or >97kW,Aug,2009,16290,22263.222632226323
2,Cat D: Motorcycles,Aug,2009,882,1205.4120541205411
2,Cat C: Buses,Aug,2009,17501,23918.272516058492
1,Cat A: ≤1600cc or ≤97kW,Aug,2009,13658,18666.119994533277
1,Cat B: >1600cc or >97kW,Aug,2009,18890,25816.591499248327
1,Cat D: Motorcycles,Aug,2009,902,1232.7456607899412
1,Cat C: Buses,Aug,2009,18801,25694.956949569496
2,Cat A: ≤1600cc or ≤97kW,Jul,2009,15291,20972.719417355882
2,Cat B: >1600cc or >97kW,Jul,2009,18501,25375.468049212028
2,Cat D: Motorcycles,Jul,2009,889,1219.3282036511266
2,Cat C: Buses,Jul,2009,17410,23879.082143493943
1,Cat A: ≤1600cc or ≤97kW,Jul,2009,14310,19627.20651771386
1,Cat B: >1600cc or >97kW,Jul,2009,16801,23043.794318945533
1,Cat D: Motorcycles,Jul,2009,900,1234.4155042587333
1,Cat C: Buses,Jul,2009,16888,23163.121151023875
2,Cat A: ≤1600cc or ≤97kW,Jun,2009,12899,17755.478471533974
2,Cat B: >1600cc or >97kW,Jun,2009,14840,20427.265719634404
2,Cat D: Motorcycles,Jun,2009,901,1240.2268472635174
2,Cat C: Buses,Jun,2009,12615,17364.55236207466
1,Cat A: ≤1600cc or ≤97kW,Jun,2009,11690,16091.289505561062
1,Cat B: >1600cc or >97kW,Jun,2009,11889,16365.213082259665
1,Cat D: Motorcycles,Jun,2009,889,1223.708842638476
1,Cat C: Buses,Jun,2009,9690,13338.288734720847
2,Cat A: ≤1600cc or ≤97kW,May,2009,9889,13619.336179589589
2,Cat B: >1600cc or >97kW,May,2009,9180,12642.886654730753
2,Cat D: Motorcycles,May,2009,810,1115.548822476243
2,Cat C: Buses,May,2009,7600,10466.877840517835
1,Cat A: ≤1600cc or ≤97kW,May,2009,8489,11691.227103704723
1,Cat B: >1600cc or >97kW,May,2009,7552,10400.771243630354
1,Cat D: Motorcycles,May,2009,902,1242.2531331772484
1,Cat C: Buses,May,2009,7100,9778.26745627324
2,Cat A: ≤1600cc or ≤97kW,Apr,2009,7589,10448.131066290354
2,Cat B: >1600cc or >97kW,Apr,2009,7490,10311.83313829421
2,Cat D: Motorcycles,Apr,2009,889,1223.9278584704343
2,Cat C: Buses,Apr,2009,6610,9100.2960005506975
1,Cat A: ≤1600cc or ≤97kW,Apr,2009,7090,9761.134439319887
1,Cat B: >1600cc or >97kW,Apr,2009,7501,10326.977352516004
1,Cat D: Motorcycles,Apr,2009,1053,1449.714325049907
1,Cat C: Buses,Apr,2009,7302,10053.004749776277
2,Cat A: ≤1600cc or ≤97kW,Mar,2009,5116,7015.907844212836
2,Cat B: >1600cc or >97kW,Mar,2009,5001,6858.200767964893
2,Cat D: Motorcycles,Mar,2009,912,1250.6856829402084
2,Cat C: Buses,Mar,2009,5600,7679.648930334613
1,Cat A: ≤1600cc or ≤97kW,Mar,2009,4890,6705.979155238618
1,Cat B: >1600cc or >97kW,Mar,2009,5101,6995.337356006582
1,Cat D: Motorcycles,Mar,2009,958,1313.7685134393855
1,Cat C: Buses,Mar,2009,5300,7268.239166209544
2,Cat A: ≤1600cc or ≤97kW,Feb,2009,4460,6095.061087271435
2,Cat B: >1600cc or >97kW,Feb,2009,4889,6681.33490037445
2,Cat D: Motorcycles,Feb,2009,801,1094.6511055839505
2,Cat C: Buses,Feb,2009,4190,5726.077568535272
1,Cat A: ≤1600cc or ≤97kW,Feb,2009,1020,1393.9377374477272
1,Cat B: >1600cc or >97kW,Feb,2009,689,941.5912755896902
1,Cat D: Motorcycles,Feb,2009,701,957.9905430890752
1,Cat C: Buses,Feb,2009,2590,3539.508568617268
2,Cat A: ≤1600cc or ≤97kW,Jan,2009,2693,3675.0958690994444
2,Cat B: >1600cc or >97kW,Jan,2009,200,272.93693792049345
2,Cat D: Motorcycles,Jan,2009,900,1228.2162206422206
2,Cat C: Buses,Jan,2009,2900,3957.585599847155
1,Cat A: ≤1600cc or ≤97kW,Jan,2009,5001,6824.7881327019395
1,Cat B: >1600cc or >97kW,Jan,2009,3089,4215.511006182021
1,Cat D: Motorcycles,Jan,2009,1000,1364.6846896024674
1,Cat C: Buses,Jan,2009,3502,4779.1257829878405
2,Cat A: ≤1600cc or ≤97kW,Dec,2008,6200,8413.967185527978
2,Cat B: >1600cc or >97kW,Dec,2008,2656,3604.434974961662
2,Cat D: Motorcycles,Dec,2008,1059,1437.15987894744
2,Cat C: Buses,Dec,2008,4001,5429.723017628618
1,Cat A: ≤1600cc or ≤97kW,Dec,2008,7721,10478.103328945404
1,Cat B: >1600cc or >97kW,Dec,2008,6501,8822.451721470545
1,Cat D: Motorcycles,Dec,2008,1102,1495.514812653521
1,Cat C: Buses,Dec,2008,5212,7073.160801769647
2,Cat A: ≤1600cc or ≤97kW,Nov,2008,2,2.7025200999932437
2,Cat B: >1600cc or >97kW,Nov,2008,4889,6606.310384433485
2,Cat D: Motorcycles,Nov,2008,1012,1367.4751705965814
2,Cat C: Buses,Nov,2008,6189,8362.948449429094
1,Cat A: ≤1600cc or ≤97kW,Nov,2008,10455,14127.423822714682
1,Cat B: >1600cc or >97kW,Nov,2008,8301,11216.80967502196
1,Cat D: Motorcycles,Nov,2008,1509,2039.0514154449024
1,Cat C: Buses,Nov,2008,8889,12011.350584419972
2,Cat A: ≤1600cc or ≤97kW,Oct,2008,10989,14838.971035041523
2,Cat B: >1600cc or >97kW,Oct,2008,7589,10247.788805617445
2,Cat D: Motorcycles,Oct,2008,1609,2172.7094726892174
2,Cat C: Buses,Oct,2008,11503,15533.049760313279
1,Cat A: ≤1600cc or ≤97kW,Oct,2008,13801,18636.14880831814
1,Cat B: >1600cc or >97kW,Oct,2008,14400,19445.0070893255
1,Cat D: Motorcycles,Oct,2008,1889,2550.806832759435
1,Cat C: Buses,Oct,2008,15899,21469.1783134157
2,Cat A: ≤1600cc or ≤97kW,Sep,2008,14100,19190.461932112037
2,Cat B: >1600cc or >97kW,Sep,2008,13301,18103.00242262569
2,Cat D: Motorcycles,Sep,2008,1554,2115.0338895391565
2,Cat C: Buses,Sep,2008,14890,20265.67221057789
1,Cat A: ≤1600cc or ≤97kW,Sep,2008,9501,12931.104880638048
1,Cat B: >1600cc or >97kW,Sep,2008,13389,18222.772681492774
1,Cat D: Motorcycles,Sep,2008,1452,1976.2092713068566
1,Cat C: Buses,Sep,2008,13889,18903.28551596483
2,Cat A: ≤1600cc or ≤97kW,Aug,2008,13289,18104.164679917714
2,Cat B: >1600cc or >97kW,Aug,2008,13890,18922.932305219132
2,Cat D: Motorcycles,Aug,2008,1310,1784.6682015721426
2,Cat C: Buses,Aug,2008,12989,17695.462038336307
1,Cat A: ≤1600cc or ≤97kW,Aug,2008,12501,17030.639074697217
1,Cat B: >1600cc or >97kW,Aug,2008,12889,17559.227824475838
1,Cat D: Motorcycles,Aug,2008,1413,1924.9894418484257
1,Cat C: Buses,Aug,2008,12589,17150.52518289443
2,Cat A: ≤1600cc or ≤97kW,Jul,2008,14101,19283.6825118976
2,Cat B: >1600cc or >97kW,Jul,2008,14235,19466.93288113342
2,Cat D: Motorcycles,Jul,2008,1489,2036.2671626278652
2,Cat C: Buses,Jul,2008,12659,17311.689732509163
1,Cat A: ≤1600cc or ≤97kW,Jul,2008,14685,20082.325912149226
1,Cat B: >1600cc or >97kW,Jul,2008,15501,21198.238608391228
1,Cat D: Motorcycles,Jul,2008,1551,2121.0546469011542
1,Cat C: Buses,Jul,2008,12959,17721.95175318637
2,Cat A: ≤1600cc or ≤97kW,Jun,2008,14101,19398.01631518853
2,Cat B: >1600cc or >97kW,Jun,2008,14689,20206.897500447085
2,Cat D: Motorcycles,Jun,2008,1102,1515.9643982226626
2,Cat C: Buses,Jun,2008,12002,16510.53058753938
1,Cat A: ≤1600cc or ≤97kW,Jun,2008,14590,20070.70832129641
1,Cat B: >1600cc or >97kW,Jun,2008,14640,20139.490735008872
1,Cat D: Motorcycles,Jun,2008,1083,1489.827081011927
1,Cat C: Buses,Jun,2008,13501,18572.627350638988
2,Cat A: ≤1600cc or ≤97kW,May,2008,15701,21666.114698901583
2,Cat B: >1600cc or >97kW,May,2008,17113,23614.560909642874
2,Cat D: Motorcycles,May,2008,1109,1530.3306286912843
2,Cat C: Buses,May,2008,14756,20362.090853894133
1,Cat A: ≤1600cc or ≤97kW,May,2008,11009,15191.532814483633
1,Cat B: >1600cc or >97kW,May,2008,15889,21925.539548490367
1,Cat D: Motorcycles,May,2008,1289,1778.716122978418
1,Cat C: Buses,May,2008,15889,21925.539548490367
2,Cat A: ≤1600cc or ≤97kW,Apr,2008,15600,21659.146129816036
2,Cat B: >1600cc or >97kW,Apr,2008,17510,24311.003123915307
2,Cat D: Motorcycles,Apr,2008,1152,1599.4446372787224
2,Cat C: Buses,Apr,2008,18151,25200.97188476223
1,Cat A: ≤1600cc or ≤97kW,Apr,2008,16930,23505.72717806317
1,Cat B: >1600cc or >97kW,Apr,2008,19501,27075.321069073238
1,Cat D: Motorcycles,Apr,2008,1012,1405.0676848316555
1,Cat C: Buses,Apr,2008,18900,26240.888580354043
