"bidding_exercise","category","month","year","quota_premium","quota"
"2","Cat C: Buses","Jul",2020,23888,489
"2","Cat D: Motorcycles","Jul",2020,6510,869
"1","Cat A: ≤1600cc or ≤97kW","Jul",2020,33520,1289
"1","Cat B: >1600cc or >97kW","Jul",2020,35889,1291
"1","Cat C: Buses","Jul",2020,24502,489
"1","Cat D: Motorcycles","Jul",2020,7702,869
"2","Cat A: ≤1600cc or ≤97kW","Mar",2020,31210,982
"2","Cat B: >1600cc or >97kW","Mar",2020,30012,992
"2","Cat C: Buses","Mar",2020,22002,448
"2","Cat D: Motorcycles","Mar",2020,4489,581
"1","Cat A: ≤1600cc or ≤97kW","Mar",2020,32699,978
"1","Cat B: >1600cc or >97kW","Mar",2020,32801,987
"1","Cat C: Buses","Mar",2020,24202,315
"1","Cat D: Motorcycles","Mar",2020,4310,593
"2","Cat A: ≤1600cc or ≤97kW","Feb",2020,32999,982
"2","Cat B: >1600cc or >97kW","Feb",2020,32889,987
"2","Cat C: Buses","Feb",2020,25001,352
"2","Cat D: Motorcycles","Feb",2020,4309,577
"1","Cat A: ≤1600cc or ≤97kW","Feb",2020,30010,982
"1","Cat B: >1600cc or >97kW","Feb",2020,30890,984
"1","Cat C: Buses","Feb",2020,25013,314
"1","Cat D: Motorcycles","Feb",2020,4401,578
"2","Cat A: ≤1600cc or ≤97kW","Jan",2020,35010,1034
"2","Cat B: >1600cc or >97kW","Jan",2020,37705,1012
"2","Cat C: Buses","Jan",2020,25001,329
"2","Cat D: Motorcycles","Jan",2020,4610,693
"1","Cat A: ≤1600cc or ≤97kW","Jan",2020,35320,1035
"1","Cat B: >1600cc or >97kW","Jan",2020,37109,1022
"1","Cat C: Buses","Jan",2020,24402,321
"1","Cat D: Motorcycles","Jan",2020,3989,707
"2","Cat A: ≤1600cc or ≤97kW","Dec",2019,32889,1029
"2","Cat B: >1600cc or >97kW","Dec",2019,36000,1015
"2","Cat C: Buses","Dec",2019,23200,318
"2","Cat D: Motorcycles","Dec",2019,3658,697
"1","Cat A: ≤1600cc or ≤97kW","Dec",2019,33009,1030
"1","Cat B: >1600cc or >97kW","Dec",2019,37900,1013
"1","Cat C: Buses","Dec",2019,23704,318
"1","Cat D: Motorcycles","Dec",2019,3789,693
"2","Cat A: ≤1600cc or ≤97kW","Nov",2019,32000,1023
"2","Cat B: >1600cc or >97kW","Nov",2019,39700,1019
"2","Cat C: Buses","Nov",2019,24502,322
"2","Cat D: Motorcycles","Nov",2019,3921,698
"1","Cat A: ≤1600cc or ≤97kW","Nov",2019,30000,1043
"1","Cat B: >1600cc or >97kW","Nov",2019,40009,1017
"1","Cat C: Buses","Nov",2019,25392,318
"1","Cat D: Motorcycles","Nov",2019,4100,693
"2","Cat A: ≤1600cc or ≤97kW","Oct",2019,32309,1060
"2","Cat B: >1600cc or >97kW","Oct",2019,41805,1044
"2","Cat C: Buses","Oct",2019,26001,284
"2","Cat D: Motorcycles","Oct",2019,3889,753
"1","Cat A: ≤1600cc or ≤97kW","Oct",2019,34001,1057
"1","Cat B: >1600cc or >97kW","Oct",2019,41361,1048
"1","Cat C: Buses","Oct",2019,26509,286
"1","Cat D: Motorcycles","Oct",2019,3800,765
"2","Cat A: ≤1600cc or ≤97kW","Sep",2019,31759,1056
"2","Cat B: >1600cc or >97kW","Sep",2019,37000,1044
"2","Cat C: Buses","Sep",2019,25556,283
"2","Cat D: Motorcycles","Sep",2019,3601,907
"1","Cat A: ≤1600cc or ≤97kW","Sep",2019,31783,1056
"1","Cat B: >1600cc or >97kW","Sep",2019,36001,1046
"1","Cat C: Buses","Sep",2019,25502,302
"1","Cat D: Motorcycles","Sep",2019,4089,739
"2","Cat A: ≤1600cc or ≤97kW","Aug",2019,31917,1062
"2","Cat B: >1600cc or >97kW","Aug",2019,38602,1045
"2","Cat C: Buses","Aug",2019,26501,283
"2","Cat D: Motorcycles","Aug",2019,4301,742
"1","Cat A: ≤1600cc or ≤97kW","Aug",2019,32725,1059
"1","Cat B: >1600cc or >97kW","Aug",2019,40001,1047
"1","Cat C: Buses","Aug",2019,27800,292
"1","Cat D: Motorcycles","Aug",2019,4400,751
"2","Cat A: ≤1600cc or ≤97kW","Jul",2019,26667,1623
"2","Cat B: >1600cc or >97kW","Jul",2019,39406,1143
"2","Cat C: Buses","Jul",2019,24599,393
"2","Cat D: Motorcycles","Jul",2019,3554,900
"1","Cat A: ≤1600cc or ≤97kW","Jul",2019,28589,1431
"1","Cat B: >1600cc or >97kW","Jul",2019,34000,1141
"1","Cat C: Buses","Jul",2019,25089,390
"1","Cat D: Motorcycles","Jul",2019,3081,902
"2","Cat A: ≤1600cc or ≤97kW","Jun",2019,26999,1424
"2","Cat B: >1600cc or >97kW","Jun",2019,35906,1141
"2","Cat C: Buses","Jun",2019,25501,393
"2","Cat D: Motorcycles","Jun",2019,3000,909
"1","Cat A: ≤1600cc or ≤97kW","Jun",2019,30009,1424
"1","Cat B: >1600cc or >97kW","Jun",2019,39728,1139
"1","Cat C: Buses","Jun",2019,25502,389
"1","Cat D: Motorcycles","Jun",2019,3090,925
"2","Cat A: ≤1600cc or ≤97kW","May",2019,27000,1475
"2","Cat B: >1600cc or >97kW","May",2019,42564,1163
"2","Cat C: Buses","May",2019,27400,409
"2","Cat D: Motorcycles","May",2019,3202,898
"1","Cat A: ≤1600cc or ≤97kW","May",2019,36704,1431
"1","Cat B: >1600cc or >97kW","May",2019,48010,1139
"1","Cat C: Buses","May",2019,28559,394
"1","Cat D: Motorcycles","May",2019,3352,923
"2","Cat A: ≤1600cc or ≤97kW","Apr",2019,33199,1653
"2","Cat B: >1600cc or >97kW","Apr",2019,48000,1205
"2","Cat C: Buses","Apr",2019,32001,304
"2","Cat D: Motorcycles","Apr",2019,3452,835
"1","Cat A: ≤1600cc or ≤97kW","Apr",2019,29159,1656
"1","Cat B: >1600cc or >97kW","Apr",2019,43102,1202
"1","Cat C: Buses","Apr",2019,27589,309
"1","Cat D: Motorcycles","Apr",2019,3501,829
"2","Cat A: ≤1600cc or ≤97kW","Mar",2019,26659,1650
"2","Cat B: >1600cc or >97kW","Mar",2019,39401,1201
"2","Cat C: Buses","Mar",2019,27021,304
"2","Cat D: Motorcycles","Mar",2019,3469,834
"1","Cat A: ≤1600cc or ≤97kW","Mar",2019,26309,1659
"1","Cat B: >1600cc or >97kW","Mar",2019,36961,1233
"1","Cat C: Buses","Mar",2019,27010,306
"1","Cat D: Motorcycles","Mar",2019,3602,825
"2","Cat A: ≤1600cc or ≤97kW","Feb",2019,26301,1650
"2","Cat B: >1600cc or >97kW","Feb",2019,35403,1214
"2","Cat C: Buses","Feb",2019,26914,306
"2","Cat D: Motorcycles","Feb",2019,3689,826
"1","Cat A: ≤1600cc or ≤97kW","Feb",2019,25689,1662
"1","Cat B: >1600cc or >97kW","Feb",2019,34509,1202
"1","Cat C: Buses","Feb",2019,26378,326
"1","Cat D: Motorcycles","Feb",2019,3709,834
"2","Cat A: ≤1600cc or ≤97kW","Jan",2019,26170,1818
"2","Cat B: >1600cc or >97kW","Jan",2019,33989,1244
"2","Cat C: Buses","Jan",2019,26230,344
"2","Cat D: Motorcycles","Jan",2019,2889,1104
"1","Cat A: ≤1600cc or ≤97kW","Jan",2019,25920,1815
"1","Cat B: >1600cc or >97kW","Jan",2019,32200,1245
"1","Cat C: Buses","Jan",2019,27002,330
"1","Cat D: Motorcycles","Jan",2019,3610,1112
"2","Cat A: ≤1600cc or ≤97kW","Dec",2018,25501,1890
"2","Cat B: >1600cc or >97kW","Dec",2018,31001,1243
"2","Cat C: Buses","Dec",2018,27001,333
"2","Cat D: Motorcycles","Dec",2018,3789,1114
"1","Cat A: ≤1600cc or ≤97kW","Dec",2018,23568,1878
"1","Cat B: >1600cc or >97kW","Dec",2018,31001,1239
"1","Cat C: Buses","Dec",2018,27009,329
"1","Cat D: Motorcycles","Dec",2018,3399,1121
"2","Cat A: ≤1600cc or ≤97kW","Nov",2018,25000,1818
"2","Cat B: >1600cc or >97kW","Nov",2018,31101,1241
"2","Cat C: Buses","Nov",2018,27509,331
"2","Cat D: Motorcycles","Nov",2018,2989,1103
"1","Cat A: ≤1600cc or ≤97kW","Nov",2018,28199,1819
"1","Cat B: >1600cc or >97kW","Nov",2018,32302,1265
"1","Cat C: Buses","Nov",2018,29501,332
"1","Cat D: Motorcycles","Nov",2018,2509,1121
"2","Cat A: ≤1600cc or ≤97kW","Oct",2018,25556,1674
"2","Cat B: >1600cc or >97kW","Oct",2018,31302,1273
"2","Cat C: Buses","Oct",2018,29501,350
"2","Cat D: Motorcycles","Oct",2018,3951,819
"1","Cat A: ≤1600cc or ≤97kW","Oct",2018,28457,1668
"1","Cat B: >1600cc or >97kW","Oct",2018,31301,1271
"1","Cat C: Buses","Oct",2018,28501,342
"1","Cat D: Motorcycles","Oct",2018,4109,827
"2","Cat A: ≤1600cc or ≤97kW","Sep",2018,28000,1664
"2","Cat B: >1600cc or >97kW","Sep",2018,31307,1278
"2","Cat C: Buses","Sep",2018,27104,542
"2","Cat D: Motorcycles","Sep",2018,4214,821
"1","Cat A: ≤1600cc or ≤97kW","Sep",2018,30209,1664
"1","Cat B: >1600cc or >97kW","Sep",2018,32001,1274
"1","Cat C: Buses","Sep",2018,27001,386
"1","Cat D: Motorcycles","Sep",2018,4390,874
"2","Cat A: ≤1600cc or ≤97kW","Aug",2018,31997,1695
"2","Cat B: >1600cc or >97kW","Aug",2018,32429,1272
"2","Cat C: Buses","Aug",2018,29902,409
"2","Cat D: Motorcycles","Aug",2018,4889,824
"1","Cat A: ≤1600cc or ≤97kW","Aug",2018,33798,1672
"1","Cat B: >1600cc or >97kW","Aug",2018,34381,1265
"1","Cat C: Buses","Aug",2018,30389,379
"1","Cat D: Motorcycles","Aug",2018,5514,845
"2","Cat A: ≤1600cc or ≤97kW","Jul",2018,32699,1443
"2","Cat B: >1600cc or >97kW","Jul",2018,32551,1285
"2","Cat C: Buses","Jul",2018,30889,320
"2","Cat D: Motorcycles","Jul",2018,6189,537
"1","Cat A: ≤1600cc or ≤97kW","Jul",2018,25000,1435
"1","Cat B: >1600cc or >97kW","Jul",2018,31000,1288
"1","Cat C: Buses","Jul",2018,31092,313
"1","Cat D: Motorcycles","Jul",2018,6514,612
"2","Cat A: ≤1600cc or ≤97kW","Jun",2018,34110,1446
"2","Cat B: >1600cc or >97kW","Jun",2018,33900,1316
"2","Cat C: Buses","Jun",2018,32001,308
"2","Cat D: Motorcycles","Jun",2018,6889,527
"1","Cat A: ≤1600cc or ≤97kW","Jun",2018,36426,1441
"1","Cat B: >1600cc or >97kW","Jun",2018,36000,1293
"1","Cat C: Buses","Jun",2018,29902,425
"1","Cat D: Motorcycles","Jun",2018,7001,572
"2","Cat A: ≤1600cc or ≤97kW","May",2018,38001,1434
"2","Cat B: >1600cc or >97kW","May",2018,37989,1283
"2","Cat C: Buses","May",2018,29901,385
"2","Cat D: Motorcycles","May",2018,7115,529
"1","Cat A: ≤1600cc or ≤97kW","May",2018,38941,1435
"1","Cat B: >1600cc or >97kW","May",2018,38501,1280
"1","Cat C: Buses","May",2018,33190,308
"1","Cat D: Motorcycles","May",2018,7204,560
"2","Cat A: ≤1600cc or ≤97kW","Apr",2018,38510,1566
"2","Cat B: >1600cc or >97kW","Apr",2018,37330,1417
"2","Cat C: Buses","Apr",2018,34202,260
"2","Cat D: Motorcycles","Apr",2018,7115,518
"1","Cat A: ≤1600cc or ≤97kW","Apr",2018,37000,1566
"1","Cat B: >1600cc or >97kW","Apr",2018,37605,1389
"1","Cat C: Buses","Apr",2018,34001,292
"1","Cat D: Motorcycles","Apr",2018,7114,516
"2","Cat A: ≤1600cc or ≤97kW","Mar",2018,38000,1559
"2","Cat B: >1600cc or >97kW","Mar",2018,37010,1402
"2","Cat C: Buses","Mar",2018,35001,247
"2","Cat D: Motorcycles","Mar",2018,7602,522
"1","Cat A: ≤1600cc or ≤97kW","Mar",2018,38830,1580
"1","Cat B: >1600cc or >97kW","Mar",2018,39001,1390
"1","Cat C: Buses","Mar",2018,36003,247
"1","Cat D: Motorcycles","Mar",2018,8009,528
"2","Cat A: ≤1600cc or ≤97kW","Feb",2018,36810,1562
"2","Cat B: >1600cc or >97kW","Feb",2018,39000,1391
"2","Cat C: Buses","Feb",2018,36859,257
"2","Cat D: Motorcycles","Feb",2018,7667,577
"1","Cat A: ≤1600cc or ≤97kW","Feb",2018,40000,1557
"1","Cat B: >1600cc or >97kW","Feb",2018,42322,1396
"1","Cat C: Buses","Feb",2018,38303,249
"1","Cat D: Motorcycles","Feb",2018,8451,624
"2","Cat A: ≤1600cc or ≤97kW","Jan",2018,36890,1713
"2","Cat B: >1600cc or >97kW","Jan",2018,42661,1381
"2","Cat C: Buses","Jan",2018,39000,257
"2","Cat D: Motorcycles","Jan",2018,8001,565
"1","Cat A: ≤1600cc or ≤97kW","Jan",2018,41400,1693
"1","Cat B: >1600cc or >97kW","Jan",2018,45289,1374
"1","Cat C: Buses","Jan",2018,40101,249
"1","Cat D: Motorcycles","Jan",2018,7701,525
"2","Cat A: ≤1600cc or ≤97kW","Dec",2017,38200,1687
"2","Cat B: >1600cc or >97kW","Dec",2017,47002,1374
"2","Cat C: Buses","Dec",2017,45112,246
"2","Cat D: Motorcycles","Dec",2017,7501,514
"1","Cat A: ≤1600cc or ≤97kW","Dec",2017,42339,1680
"1","Cat B: >1600cc or >97kW","Dec",2017,53711,1375
"1","Cat C: Buses","Dec",2017,42000,285
"1","Cat D: Motorcycles","Dec",2017,6552,516
"2","Cat A: ≤1600cc or ≤97kW","Nov",2017,46791,1686
"2","Cat B: >1600cc or >97kW","Nov",2017,57390,1383
"2","Cat C: Buses","Nov",2017,57701,244
"2","Cat D: Motorcycles","Nov",2017,5992,538
"1","Cat A: ≤1600cc or ≤97kW","Nov",2017,47112,1683
"1","Cat B: >1600cc or >97kW","Nov",2017,57414,1376
"1","Cat C: Buses","Nov",2017,58036,242
"1","Cat D: Motorcycles","Nov",2017,5502,509
"2","Cat A: ≤1600cc or ≤97kW","Oct",2017,41617,1815
"2","Cat B: >1600cc or >97kW","Oct",2017,49996,1285
"2","Cat C: Buses","Oct",2017,51890,445
"2","Cat D: Motorcycles","Oct",2017,4903,478
"1","Cat A: ≤1600cc or ≤97kW","Oct",2017,41761,1829
"1","Cat B: >1600cc or >97kW","Oct",2017,48109,1285
"1","Cat C: Buses","Oct",2017,48902,492
"1","Cat D: Motorcycles","Oct",2017,5010,485
"2","Cat A: ≤1600cc or ≤97kW","Sep",2017,42902,1815
"2","Cat B: >1600cc or >97kW","Sep",2017,49189,1288
"2","Cat C: Buses","Sep",2017,46890,453
"2","Cat D: Motorcycles","Sep",2017,5501,494
"1","Cat A: ≤1600cc or ≤97kW","Sep",2017,36001,1820
"1","Cat B: >1600cc or >97kW","Sep",2017,49000,1290
"1","Cat C: Buses","Sep",2017,43002,453
"1","Cat D: Motorcycles","Sep",2017,5402,543
"2","Cat A: ≤1600cc or ≤97kW","Aug",2017,42900,1817
"2","Cat B: >1600cc or >97kW","Aug",2017,51000,1293
"2","Cat C: Buses","Aug",2017,42004,445
"2","Cat D: Motorcycles","Aug",2017,3512,605
"1","Cat A: ≤1600cc or ≤97kW","Aug",2017,46778,1817
"1","Cat B: >1600cc or >97kW","Aug",2017,53711,1286
"1","Cat D: Motorcycles","Aug",2017,5701,574
"1","Cat C: Buses","Aug",2017,42801,454
"2","Cat A: ≤1600cc or ≤97kW","Jul",2017,44002,1907
"2","Cat B: >1600cc or >97kW","Jul",2017,50001,1322
"2","Cat D: Motorcycles","Jul",2017,5851,552
"2","Cat C: Buses","Jul",2017,42809,1085
"1","Cat A: ≤1600cc or ≤97kW","Jul",2017,42801,1904
"1","Cat B: >1600cc or >97kW","Jul",2017,49802,1322
"1","Cat D: Motorcycles","Jul",2017,6001,474
"1","Cat C: Buses","Jul",2017,40212,1088
"2","Cat A: ≤1600cc or ≤97kW","Jun",2017,42801,1906
"2","Cat B: >1600cc or >97kW","Jun",2017,47501,1321
"2","Cat D: Motorcycles","Jun",2017,6001,459
"2","Cat C: Buses","Jun",2017,36879,1086
"1","Cat A: ≤1600cc or ≤97kW","Jun",2017,45201,1898
"1","Cat B: >1600cc or >97kW","Jun",2017,50110,1325
"1","Cat D: Motorcycles","Jun",2017,6101,476
"1","Cat C: Buses","Jun",2017,38501,1091
"2","Cat A: ≤1600cc or ≤97kW","May",2017,46489,1920
"2","Cat B: >1600cc or >97kW","May",2017,53001,1325
"2","Cat D: Motorcycles","May",2017,6101,476
"2","Cat C: Buses","May",2017,30600,1085
"1","Cat A: ≤1600cc or ≤97kW","May",2017,51106,1905
"1","Cat B: >1600cc or >97kW","May",2017,55414,1320
"1","Cat D: Motorcycles","May",2017,6301,455
"1","Cat C: Buses","May",2017,26029,1084
"2","Cat A: ≤1600cc or ≤97kW","Apr",2017,51600,2052
"2","Cat B: >1600cc or >97kW","Apr",2017,54406,1369
"2","Cat D: Motorcycles","Apr",2017,6712,347
"2","Cat C: Buses","Apr",2017,26501,163
"1","Cat A: ≤1600cc or ≤97kW","Apr",2017,52000,2068
"1","Cat B: >1600cc or >97kW","Apr",2017,54405,1360
"1","Cat D: Motorcycles","Apr",2017,7589,355
"1","Cat C: Buses","Apr",2017,45906,162
"2","Cat A: ≤1600cc or ≤97kW","Mar",2017,51765,2096
"2","Cat B: >1600cc or >97kW","Mar",2017,54000,1357
"2","Cat D: Motorcycles","Mar",2017,8081,355
"2","Cat C: Buses","Mar",2017,47036,164
"1","Cat A: ≤1600cc or ≤97kW","Mar",2017,50789,2061
"1","Cat B: >1600cc or >97kW","Mar",2017,53300,1371
"1","Cat D: Motorcycles","Mar",2017,7483,368
"1","Cat C: Buses","Mar",2017,49002,170
"2","Cat A: ≤1600cc or ≤97kW","Feb",2017,49430,2133
"2","Cat B: >1600cc or >97kW","Feb",2017,50621,1377
"2","Cat D: Motorcycles","Feb",2017,6801,392
"2","Cat C: Buses","Feb",2017,49810,174
"1","Cat A: ≤1600cc or ≤97kW","Feb",2017,48401,2060
"1","Cat B: >1600cc or >97kW","Feb",2017,48209,1366
"1","Cat D: Motorcycles","Feb",2017,6412,348
"1","Cat C: Buses","Feb",2017,48901,164
"2","Cat A: ≤1600cc or ≤97kW","Jan",2017,50889,1846
"2","Cat B: >1600cc or >97kW","Jan",2017,52807,1246
"2","Cat D: Motorcycles","Jan",2017,6052,377
"2","Cat C: Buses","Jan",2017,47001,186
"1","Cat A: ≤1600cc or ≤97kW","Jan",2017,50101,1877
"1","Cat B: >1600cc or >97kW","Jan",2017,53106,1252
"1","Cat D: Motorcycles","Jan",2017,6053,376
"1","Cat C: Buses","Jan",2017,46302,183
"2","Cat A: ≤1600cc or ≤97kW","Dec",2016,49751,1844
"2","Cat B: >1600cc or >97kW","Dec",2016,51109,1244
"2","Cat D: Motorcycles","Dec",2016,6101,415
"2","Cat C: Buses","Dec",2016,49500,182
"1","Cat A: ≤1600cc or ≤97kW","Dec",2016,48000,1844
"1","Cat B: >1600cc or >97kW","Dec",2016,46229,1245
"1","Cat D: Motorcycles","Dec",2016,6113,374
"1","Cat C: Buses","Dec",2016,51209,185
"2","Cat A: ≤1600cc or ≤97kW","Nov",2016,50951,1846
"2","Cat B: >1600cc or >97kW","Nov",2016,53001,1254
"2","Cat D: Motorcycles","Nov",2016,6212,375
"2","Cat C: Buses","Nov",2016,49002,182
"1","Cat A: ≤1600cc or ≤97kW","Nov",2016,52668,1929
"1","Cat B: >1600cc or >97kW","Nov",2016,56206,1347
"1","Cat D: Motorcycles","Nov",2016,6311,399
"1","Cat C: Buses","Nov",2016,48001,185
"2","Cat A: ≤1600cc or ≤97kW","Oct",2016,50991,2023
"2","Cat B: >1600cc or >97kW","Oct",2016,56410,1340
"2","Cat D: Motorcycles","Oct",2016,6354,360
"2","Cat C: Buses","Oct",2016,45589,188
"1","Cat A: ≤1600cc or ≤97kW","Oct",2016,51507,2064
"1","Cat B: >1600cc or >97kW","Oct",2016,53001,1350
"1","Cat D: Motorcycles","Oct",2016,6353,387
"1","Cat C: Buses","Oct",2016,48702,176
"2","Cat A: ≤1600cc or ≤97kW","Sep",2016,50000,2008
"2","Cat B: >1600cc or >97kW","Sep",2016,55501,1338
"2","Cat D: Motorcycles","Sep",2016,6501,403
"2","Cat C: Buses","Sep",2016,49890,177
"1","Cat A: ≤1600cc or ≤97kW","Sep",2016,51506,2067
"1","Cat B: >1600cc or >97kW","Sep",2016,57002,1372
"1","Cat D: Motorcycles","Sep",2016,6452,362
"1","Cat C: Buses","Sep",2016,49801,175
"2","Cat A: ≤1600cc or ≤97kW","Aug",2016,53334,2034
"2","Cat B: >1600cc or >97kW","Aug",2016,56500,1336
"2","Cat D: Motorcycles","Aug",2016,6352,365
"2","Cat C: Buses","Aug",2016,48001,180
"1","Cat A: ≤1600cc or ≤97kW","Aug",2016,52503,2018
"1","Cat B: >1600cc or >97kW","Aug",2016,57903,1336
"1","Cat D: Motorcycles","Aug",2016,6206,403
"1","Cat C: Buses","Aug",2016,48302,177
"2","Cat A: ≤1600cc or ≤97kW","Jul",2016,53000,2272
"2","Cat B: >1600cc or >97kW","Jul",2016,57508,1463
"2","Cat D: Motorcycles","Jul",2016,6302,430
"2","Cat C: Buses","Jul",2016,49890,230
"1","Cat A: ≤1600cc or ≤97kW","Jul",2016,52301,2222
"1","Cat B: >1600cc or >97kW","Jul",2016,56089,1469
"1","Cat D: Motorcycles","Jul",2016,6012,409
"1","Cat C: Buses","Jul",2016,47889,237
"2","Cat A: ≤1600cc or ≤97kW","Jun",2016,55200,2252
"2","Cat B: >1600cc or >97kW","Jun",2016,57010,1463
"2","Cat D: Motorcycles","Jun",2016,6303,422
"2","Cat C: Buses","Jun",2016,48002,228
"1","Cat A: ≤1600cc or ≤97kW","Jun",2016,53694,2218
"1","Cat B: >1600cc or >97kW","Jun",2016,56000,1470
"1","Cat D: Motorcycles","Jun",2016,6302,407
"1","Cat C: Buses","Jun",2016,46434,228
"2","Cat A: ≤1600cc or ≤97kW","May",2016,47020,2217
"2","Cat B: >1600cc or >97kW","May",2016,49156,1537
"2","Cat D: Motorcycles","May",2016,6303,414
"2","Cat C: Buses","May",2016,43002,229
"1","Cat A: ≤1600cc or ≤97kW","May",2016,47889,2218
"1","Cat B: >1600cc or >97kW","May",2016,51010,1462
"1","Cat D: Motorcycles","May",2016,6302,399
"1","Cat C: Buses","May",2016,42302,232
"2","Cat A: ≤1600cc or ≤97kW","Apr",2016,47300,2062
"2","Cat B: >1600cc or >97kW","Apr",2016,49602,1211
"2","Cat D: Motorcycles","Apr",2016,6501,357
"2","Cat C: Buses","Apr",2016,43002,163
"1","Cat A: ≤1600cc or ≤97kW","Apr",2016,46009,2105
"1","Cat B: >1600cc or >97kW","Apr",2016,47000,1218
"1","Cat D: Motorcycles","Apr",2016,6503,357
"1","Cat C: Buses","Apr",2016,44213,164
"2","Cat A: ≤1600cc or ≤97kW","Mar",2016,45504,2053
"2","Cat B: >1600cc or >97kW","Mar",2016,46502,1220
"2","Cat D: Motorcycles","Mar",2016,6589,357
"2","Cat C: Buses","Mar",2016,46502,167
"1","Cat A: ≤1600cc or ≤97kW","Mar",2016,45000,2033
"1","Cat B: >1600cc or >97kW","Mar",2016,47604,1209
"1","Cat D: Motorcycles","Mar",2016,6503,357
"1","Cat C: Buses","Mar",2016,48890,162
"2","Cat A: ≤1600cc or ≤97kW","Feb",2016,43000,2049
"2","Cat B: >1600cc or >97kW","Feb",2016,46970,1208
"2","Cat D: Motorcycles","Feb",2016,6353,362
"2","Cat C: Buses","Feb",2016,45001,165
"1","Cat A: ≤1600cc or ≤97kW","Feb",2016,46651,2038
"1","Cat B: >1600cc or >97kW","Feb",2016,38610,1216
"1","Cat D: Motorcycles","Feb",2016,6503,368
"1","Cat C: Buses","Feb",2016,45036,164
"2","Cat A: ≤1600cc or ≤97kW","Jan",2016,51301,1659
"2","Cat B: >1600cc or >97kW","Jan",2016,50089,1026
"2","Cat D: Motorcycles","Jan",2016,6512,327
"2","Cat C: Buses","Jan",2016,46502,242
"1","Cat A: ≤1600cc or ≤97kW","Jan",2016,45002,1659
"1","Cat B: >1600cc or >97kW","Jan",2016,54920,1027
"1","Cat D: Motorcycles","Jan",2016,6889,328
"1","Cat C: Buses","Jan",2016,42036,246
"2","Cat A: ≤1600cc or ≤97kW","Dec",2015,54301,1669
"2","Cat B: >1600cc or >97kW","Dec",2015,55001,1027
"2","Cat D: Motorcycles","Dec",2015,6600,332
"2","Cat C: Buses","Dec",2015,46001,244
"1","Cat A: ≤1600cc or ≤97kW","Dec",2015,56989,1698
"1","Cat B: >1600cc or >97kW","Dec",2015,60001,1031
"1","Cat D: Motorcycles","Dec",2015,6501,355
"1","Cat C: Buses","Dec",2015,48101,241
"2","Cat A: ≤1600cc or ≤97kW","Nov",2015,59200,1662
"2","Cat B: >1600cc or >97kW","Nov",2015,61103,1029
"2","Cat D: Motorcycles","Nov",2015,6502,329
"2","Cat C: Buses","Nov",2015,45890,247
"1","Cat A: ≤1600cc or ≤97kW","Nov",2015,56001,1664
"1","Cat B: >1600cc or >97kW","Nov",2015,57501,1037
"1","Cat D: Motorcycles","Nov",2015,5912,329
"1","Cat C: Buses","Nov",2015,43809,241
"2","Cat A: ≤1600cc or ≤97kW","Oct",2015,57301,1690
"2","Cat B: >1600cc or >97kW","Oct",2015,59889,1073
"2","Cat D: Motorcycles","Oct",2015,6302,355
"2","Cat C: Buses","Oct",2015,42303,192
"1","Cat A: ≤1600cc or ≤97kW","Oct",2015,56001,1687
"1","Cat B: >1600cc or >97kW","Oct",2015,58190,1057
"1","Cat D: Motorcycles","Oct",2015,6201,400
"1","Cat C: Buses","Oct",2015,44890,182
"2","Cat A: ≤1600cc or ≤97kW","Sep",2015,55399,1687
"2","Cat B: >1600cc or >97kW","Sep",2015,60001,1058
"2","Cat D: Motorcycles","Sep",2015,6158,402
"2","Cat C: Buses","Sep",2015,45289,182
"1","Cat A: ≤1600cc or ≤97kW","Sep",2015,57089,1688
"1","Cat B: >1600cc or >97kW","Sep",2015,62101,1059
"1","Cat D: Motorcycles","Sep",2015,6512,355
"1","Cat C: Buses","Sep",2015,46801,182
"2","Cat A: ≤1600cc or ≤97kW","Aug",2015,57498,1756
"2","Cat B: >1600cc or >97kW","Aug",2015,62140,1058
"2","Cat D: Motorcycles","Aug",2015,6112,366
"2","Cat C: Buses","Aug",2015,46501,182
"1","Cat A: ≤1600cc or ≤97kW","Aug",2015,56209,1688
"1","Cat B: >1600cc or >97kW","Aug",2015,60789,1057
"1","Cat D: Motorcycles","Aug",2015,6201,356
"1","Cat C: Buses","Aug",2015,49302,183
"2","Cat A: ≤1600cc or ≤97kW","Jul",2015,55889,1435
"2","Cat B: >1600cc or >97kW","Jul",2015,58109,930
"2","Cat D: Motorcycles","Jul",2015,6312,331
"2","Cat C: Buses","Jul",2015,50002,371
"1","Cat A: ≤1600cc or ≤97kW","Jul",2015,58700,1466
"1","Cat B: >1600cc or >97kW","Jul",2015,65501,934
"1","Cat D: Motorcycles","Jul",2015,6508,330
"1","Cat C: Buses","Jul",2015,50001,370
"2","Cat A: ≤1600cc or ≤97kW","Jun",2015,61000,1429
"2","Cat B: >1600cc or >97kW","Jun",2015,71509,928
"2","Cat D: Motorcycles","Jun",2015,6401,363
"2","Cat C: Buses","Jun",2015,50502,373
"1","Cat A: ≤1600cc or ≤97kW","Jun",2015,66000,1432
"1","Cat B: >1600cc or >97kW","Jun",2015,75000,929
"1","Cat D: Motorcycles","Jun",2015,6509,339
"1","Cat C: Buses","Jun",2015,50900,371
"2","Cat A: ≤1600cc or ≤97kW","May",2015,66590,1434
"2","Cat B: >1600cc or >97kW","May",2015,75002,948
