"bidding_exercise","category","month_year","quota_premium","bid_to_quota"
"1","Cat A (Cars up to 1600cc and 97kW)","Feb 2011",37124,2.19120458891013
"1","Cat B (Cars above 1600cc or 97kW)","Feb 2011",53400,1.48491879350348
"1","Cat D (Motorcycles)","Feb 2011",1819,1.27134146341463
"1","Cat C (Goods vehicles and buses)","Feb 2011",28589,1.29454545454545
"1","Cat E (Open)","Feb 2011",58890,1.94594594594595
"2","Cat A (Cars up to 1600cc and 97kW)","Feb 2011",42999,1.54207436399217
"2","Cat B (Cars above 1600cc or 97kW)","Feb 2011",62000,1.7122641509434
"2","Cat D (Motorcycles)","Feb 2011",2001,1.3969696969697
"2","Cat C (Goods vehicles and buses)","Feb 2011",29011,1.28222996515679
"2","Cat E (Open)","Feb 2011",62001,1.66071428571429
"1","Cat A (Cars up to 1600cc and 97kW)","Mar 2011",42600,1.64473684210526
"1","Cat B (Cars above 1600cc or 97kW)","Mar 2011",61894,1.57311320754717
"1","Cat D (Motorcycles)","Mar 2011",2604,1.50769230769231
"1","Cat C (Goods vehicles and buses)","Mar 2011",30001,1.30434782608696
"1","Cat E (Open)","Mar 2011",62010,1.70833333333333
"2","Cat A (Cars up to 1600cc and 97kW)","Mar 2011",43813,1.75901328273245
"2","Cat B (Cars above 1600cc or 97kW)","Mar 2011",57002,1.36556603773585
"2","Cat D (Motorcycles)","Mar 2011",2534,1.18508287292818
"2","Cat C (Goods vehicles and buses)","Mar 2011",29690,1.3202846975089
"2","Cat E (Open)","Mar 2011",59073,1.38787878787879
"1","Cat A (Cars up to 1600cc and 97kW)","Apr 2011",43212,1.587890625
"1","Cat B (Cars above 1600cc or 97kW)","Apr 2011",55001,1.27529411764706
"1","Cat D (Motorcycles)","Apr 2011",2490,1.47058823529412
"1","Cat C (Goods vehicles and buses)","Apr 2011",28189,1.14492753623188
"1","Cat E (Open)","Apr 2011",57100,1.33137829912023
"2","Cat A (Cars up to 1600cc and 97kW)","Apr 2011",44000,1.70619469026549
"2","Cat B (Cars above 1600cc or 97kW)","Apr 2011",56801,1.4822695035461
"2","Cat D (Motorcycles)","Apr 2011",2502,1.46625766871166
"2","Cat C (Goods vehicles and buses)","Apr 2011",23900,1.52422907488987
"2","Cat E (Open)","Apr 2011",56001,1.46666666666667
"1","Cat A (Cars up to 1600cc and 97kW)","May 2011",44790,1.84735812133072
"1","Cat B (Cars above 1600cc or 97kW)","May 2011",56011,1.48063781321185
"1","Cat D (Motorcycles)","May 2011",2253,1.45757575757576
"1","Cat C (Goods vehicles and buses)","May 2011",21889,1.32129963898917
"1","Cat E (Open)","May 2011",56490,1.50909090909091
"2","Cat A (Cars up to 1600cc and 97kW)","May 2011",46989,1.45315487571702
"2","Cat B (Cars above 1600cc or 97kW)","May 2011",56300,1.33018867924528
"2","Cat D (Motorcycles)","May 2011",2013,1.49079754601227
"2","Cat C (Goods vehicles and buses)","May 2011",22989,1.34628975265018
"2","Cat E (Open)","May 2011",56889,1.41993957703927
"1","Cat A (Cars up to 1600cc and 97kW)","Jun 2011",53390,1.72549019607843
"1","Cat B (Cars above 1600cc or 97kW)","Jun 2011",63000,1.79009433962264
"1","Cat D (Motorcycles)","Jun 2011",2491,1.55045871559633
"1","Cat C (Goods vehicles and buses)","Jun 2011",29006,1.65579710144928
"1","Cat E (Open)","Jun 2011",62000,1.56804733727811
"2","Cat A (Cars up to 1600cc and 97kW)","Jun 2011",50244,1.396484375
"2","Cat B (Cars above 1600cc or 97kW)","Jun 2011",67700,1.61702127659574
"2","Cat D (Motorcycles)","Jun 2011",2290,1.11890243902439
"2","Cat C (Goods vehicles and buses)","Jun 2011",31089,1.40143369175627
"2","Cat E (Open)","Jun 2011",65490,1.38053097345133
"1","Cat A (Cars up to 1600cc and 97kW)","Jul 2011",55989,1.63229571984436
"1","Cat B (Cars above 1600cc or 97kW)","Jul 2011",68501,1.63595505617978
"1","Cat D (Motorcycles)","Jul 2011",2360,1.13538461538462
"1","Cat C (Goods vehicles and buses)","Jul 2011",32590,1.35869565217391
"1","Cat E (Open)","Jul 2011",68811,1.36827956989247
"2","Cat A (Cars up to 1600cc and 97kW)","Jul 2011",56002,1.52156862745098
"2","Cat B (Cars above 1600cc or 97kW)","Jul 2011",72501,1.43577981651376
"2","Cat D (Motorcycles)","Jul 2011",2012,1.49397590361446
"2","Cat C (Goods vehicles and buses)","Jul 2011",34502,1.38380281690141
"2","Cat E (Open)","Jul 2011",74490,1.37014925373134
"1","Cat A (Cars up to 1600cc and 97kW)","Aug 2011",48801,1.82685512367491
"1","Cat B (Cars above 1600cc or 97kW)","Aug 2011",70890,1.32485875706215
"1","Cat D (Motorcycles)","Aug 2011",1890,1.20512820512821
"1","Cat C (Goods vehicles and buses)","Aug 2011",34009,1.58921161825726
"1","Cat E (Open)","Aug 2011",70117,1.35555555555556
"2","Cat A (Cars up to 1600cc and 97kW)","Aug 2011",49301,1.66427289048474
"2","Cat B (Cars above 1600cc or 97kW)","Aug 2011",65521,1.4929178470255
"2","Cat D (Motorcycles)","Aug 2011",1999,1.21705426356589
"2","Cat C (Goods vehicles and buses)","Aug 2011",32289,1.49795918367347
"2","Cat E (Open)","Aug 2011",67000,1.53115727002967
"1","Cat A (Cars up to 1600cc and 97kW)","Sept 2011",51000,1.44890510948905
"1","Cat B (Cars above 1600cc or 97kW)","Sept 2011",63002,1.38161559888579
"1","Cat D (Motorcycles)","Sept 2011",2339,1.37113402061856
"1","Cat C (Goods vehicles and buses)","Sept 2011",31900,1.34979423868313
"1","Cat E (Open)","Sept 2011",65589,1.41212121212121
"2","Cat A (Cars up to 1600cc and 97kW)","Sept 2011",48006,1.73540145985401
"2","Cat B (Cars above 1600cc or 97kW)","Sept 2011",64889,1.328611898017
"2","Cat D (Motorcycles)","Sept 2011",2109,1.25510204081633
"2","Cat C (Goods vehicles and buses)","Sept 2011",30089,1.3
"2","Cat E (Open)","Sept 2011",62502,1.35240963855422
"1","Cat A (Cars up to 1600cc and 97kW)","Oct 2011",50289,1.44444444444444
"1","Cat B (Cars above 1600cc or 97kW)","Oct 2011",63600,1.47191011235955
"1","Cat D (Motorcycles)","Oct 2011",2078,1.23350253807107
"1","Cat C (Goods vehicles and buses)","Oct 2011",32801,1.39759036144578
"1","Cat E (Open)","Oct 2011",65058,1.36555891238671
"2","Cat A (Cars up to 1600cc and 97kW)","Oct 2011",56112,1.54513274336283
"2","Cat B (Cars above 1600cc or 97kW)","Oct 2011",75889,1.79320113314448
"2","Cat D (Motorcycles)","Oct 2011",2091,1.25581395348837
"2","Cat C (Goods vehicles and buses)","Oct 2011",37011,1.45081967213115
"2","Cat E (Open)","Oct 2011",73600,1.56969696969697
"1","Cat A (Cars up to 1600cc and 97kW)","Nov 2011",55997,1.3978102189781
"1","Cat B (Cars above 1600cc or 97kW)","Nov 2011",77000,1.54775280898876
"1","Cat D (Motorcycles)","Nov 2011",2012,1.10567010309278
"1","Cat C (Goods vehicles and buses)","Nov 2011",40803,1.49590163934426
"1","Cat E (Open)","Nov 2011",78001,1.53636363636364
"2","Cat A (Cars up to 1600cc and 97kW)","Nov 2011",54887,1.35241502683363
"2","Cat B (Cars above 1600cc or 97kW)","Nov 2011",77340,1.46742209631728
"2","Cat D (Motorcycles)","Nov 2011",1889,1.19035532994924
"2","Cat C (Goods vehicles and buses)","Nov 2011",40189,1.30859375
"2","Cat E (Open)","Nov 2011",75889,1.39718309859155
"1","Cat A (Cars up to 1600cc and 97kW)","Dec 2011",52392,1.42258652094718
"1","Cat B (Cars above 1600cc or 97kW)","Dec 2011",72350,1.33898305084746
"1","Cat D (Motorcycles)","Dec 2011",1902,1.08413461538462
"1","Cat C (Goods vehicles and buses)","Dec 2011",40009,1.3801652892562
"1","Cat E (Open)","Dec 2011",74340,1.40114613180516
"2","Cat A (Cars up to 1600cc and 97kW)","Dec 2011",50001,1.55123674911661
"2","Cat B (Cars above 1600cc or 97kW)","Dec 2011",70003,1.26086956521739
"2","Cat D (Motorcycles)","Dec 2011",1481,1.16326530612245
"2","Cat C (Goods vehicles and buses)","Dec 2011",39589,1.44979919678715
"2","Cat E (Open)","Dec 2011",71000,1.55988023952096
"1","Cat A (Cars up to 1600cc and 97kW)","Jan 2012",46889,1.62635379061372
"1","Cat B (Cars above 1600cc or 97kW)","Jan 2012",65801,1.43539325842697
"1","Cat D (Motorcycles)","Jan 2012",1682,1.11855670103093
"1","Cat C (Goods vehicles and buses)","Jan 2012",38699,1.47520661157025
"1","Cat E (Open)","Jan 2012",65700,1.5406976744186
"2","Cat A (Cars up to 1600cc and 97kW)","Jan 2012",48112,1.37442922374429
"2","Cat B (Cars above 1600cc or 97kW)","Jan 2012",67889,1.52124645892351
"2","Cat D (Motorcycles)","Jan 2012",1552,1.31552162849873
"2","Cat C (Goods vehicles and buses)","Jan 2012",44001,1.6804979253112
"2","Cat E (Open)","Jan 2012",67101,1.41578947368421
"1","Cat A (Cars up to 1600cc and 97kW)","Feb 2012",52809,1.7092084006462
"1","Cat B (Cars above 1600cc or 97kW)","Feb 2012",73890,1.81428571428571
"1","Cat D (Motorcycles)","Feb 2012",1802,1.24271844660194
"1","Cat C (Goods vehicles and buses)","Feb 2012",49801,1.89506172839506
"1","Cat E (Open)","Feb 2012",73801,1.36217948717949
"2","Cat A (Cars up to 1600cc and 97kW)","Feb 2012",57009,1.62980769230769
"2","Cat B (Cars above 1600cc or 97kW)","Feb 2012",78189,1.65242165242165
"2","Cat D (Motorcycles)","Feb 2012",2012,1.23244552058111
"2","Cat C (Goods vehicles and buses)","Feb 2012",52004,1.51219512195122
"2","Cat E (Open)","Feb 2012",78000,1.61464968152866
"1","Cat A (Cars up to 1600cc and 97kW)","Mar 2012",56551,1.36731634182909
"1","Cat B (Cars above 1600cc or 97kW)","Mar 2012",79304,1.7683615819209
"1","Cat D (Motorcycles)","Mar 2012",1490,1.14769975786925
"1","Cat C (Goods vehicles and buses)","Mar 2012",50009,1.51533742331288
"1","Cat E (Open)","Mar 2012",76881,1.59223300970874
"2","Cat A (Cars up to 1600cc and 97kW)","Mar 2012",56501,1.67767295597484
"2","Cat B (Cars above 1600cc or 97kW)","Mar 2012",82003,1.50284090909091
"2","Cat D (Motorcycles)","Mar 2012",2000,1.34562211981567
"2","Cat C (Goods vehicles and buses)","Mar 2012",51511,1.38505747126437
"2","Cat E (Open)","Mar 2012",80101,1.37308868501529
"1","Cat A (Cars up to 1600cc and 97kW)","Apr 2012",58501,1.50706436420722
"1","Cat B (Cars above 1600cc or 97kW)","Apr 2012",83700,1.37215909090909
"1","Cat D (Motorcycles)","Apr 2012",1896,1.30288461538462
"1","Cat C (Goods vehicles and buses)","Apr 2012",53989,1.36196319018405
"1","Cat E (Open)","Apr 2012",84590,1.33656957928803
"2","Cat A (Cars up to 1600cc and 97kW)","Apr 2012",64201,1.60731319554849
"2","Cat B (Cars above 1600cc or 97kW)","Apr 2012",91000,1.61318051575931
"2","Cat D (Motorcycles)","Apr 2012",1924,1.27980535279805
"2","Cat C (Goods vehicles and buses)","Apr 2012",57589,1.63125
"2","Cat E (Open)","Apr 2012",92010,1.4512987012987
"1","Cat A (Cars up to 1600cc and 97kW)","May 2012",62600,1.28237129485179
"1","Cat B (Cars above 1600cc or 97kW)","May 2012",92050,1.53954802259887
"1","Cat D (Motorcycles)","May 2012",2021,1.25365853658537
"1","Cat C (Goods vehicles and buses)","May 2012",58553,1.37106918238994
"1","Cat E (Open)","May 2012",88990,1.46945337620579
"2","Cat A (Cars up to 1600cc and 97kW)","May 2012",58001,1.5
"2","Cat B (Cars above 1600cc or 97kW)","May 2012",85216,1.3810888252149
"2","Cat D (Motorcycles)","May 2012",1890,1.26829268292683
"2","Cat C (Goods vehicles and buses)","May 2012",57106,1.26543209876543
"2","Cat E (Open)","May 2012",86889,1.69470404984424
"1","Cat A (Cars up to 1600cc and 97kW)","Jun 2012",59003,1.50299401197605
"1","Cat B (Cars above 1600cc or 97kW)","Jun 2012",83000,1.4
"1","Cat D (Motorcycles)","Jun 2012",1912,1.38780487804878
"1","Cat C (Goods vehicles and buses)","Jun 2012",54522,1.62264150943396
"1","Cat E (Open)","Jun 2012",85889,1.66984126984127
"2","Cat A (Cars up to 1600cc and 97kW)","Jun 2012",59004,1.45339652448657
"2","Cat B (Cars above 1600cc or 97kW)","Jun 2012",85400,1.36676217765043
"2","Cat D (Motorcycles)","Jun 2012",1712,1.2609756097561
"2","Cat C (Goods vehicles and buses)","Jun 2012",54502,1.50310559006211
"2","Cat E (Open)","Jun 2012",84389,1.34700315457413
"1","Cat A (Cars up to 1600cc and 97kW)","Jul 2012",59421,1.3603744149766
"1","Cat B (Cars above 1600cc or 97kW)","Jul 2012",82289,1.28212290502793
"1","Cat D (Motorcycles)","Jul 2012",1760,1.31263858093126
"1","Cat C (Goods vehicles and buses)","Jul 2012",55556,1.42682926829268
"1","Cat E (Open)","Jul 2012",86999,1.31410256410256
"2","Cat A (Cars up to 1600cc and 97kW)","Jul 2012",68656,1.34763313609467
"2","Cat B (Cars above 1600cc or 97kW)","Jul 2012",90501,1.55524079320113
"2","Cat D (Motorcycles)","Jul 2012",1859,1.24647887323944
"2","Cat C (Goods vehicles and buses)","Jul 2012",55805,1.36196319018405
"2","Cat E (Open)","Jul 2012",92700,1.38387096774194
"1","Cat A (Cars up to 1600cc and 97kW)","Aug 2012",73501,1.71971496437055
"1","Cat B (Cars above 1600cc or 97kW)","Aug 2012",94502,1.39714285714286
"1","Cat D (Motorcycles)","Aug 2012",2081,1.44517543859649
"1","Cat C (Goods vehicles and buses)","Aug 2012",57001,1.31693989071038
"1","Cat E (Open)","Aug 2012",95034,1.36153846153846
"2","Cat A (Cars up to 1600cc and 97kW)","Aug 2012",66889,1.325
"2","Cat B (Cars above 1600cc or 97kW)","Aug 2012",88002,1.51566951566952
"2","Cat D (Motorcycles)","Aug 2012",2013,1.19419642857143
"2","Cat C (Goods vehicles and buses)","Aug 2012",59334,1.44198895027624
"2","Cat E (Open)","Aug 2012",93990,1.21862348178138
"1","Cat A (Cars up to 1600cc and 97kW)","Sept 2012",68000,1.29824561403509
"1","Cat B (Cars above 1600cc or 97kW)","Sept 2012",80191,1.31267605633803
"1","Cat D (Motorcycles)","Sept 2012",1801,1.27777777777778
"1","Cat C (Goods vehicles and buses)","Sept 2012",57334,1.46994535519126
"1","Cat E (Open)","Sept 2012",87999,1.42448979591837
"2","Cat A (Cars up to 1600cc and 97kW)","Sept 2012",63000,1.2089552238806
"2","Cat B (Cars above 1600cc or 97kW)","Sept 2012",88500,1.49002849002849
"2","Cat D (Motorcycles)","Sept 2012",1852,1.25777777777778
"2","Cat C (Goods vehicles and buses)","Sept 2012",57809,1.26373626373626
"2","Cat E (Open)","Sept 2012",89990,1.67063492063492
"1","Cat A (Cars up to 1600cc and 97kW)","Oct 2012",69000,1.26184538653367
"1","Cat B (Cars above 1600cc or 97kW)","Oct 2012",80001,1.18285714285714
"1","Cat D (Motorcycles)","Oct 2012",1912,1.41163310961969
"1","Cat C (Goods vehicles and buses)","Oct 2012",56001,1.18817204301075
"1","Cat E (Open)","Oct 2012",86889,1.28395061728395
"2","Cat A (Cars up to 1600cc and 97kW)","Oct 2012",71001,1.29516539440204
"2","Cat B (Cars above 1600cc or 97kW)","Oct 2012",85801,1.52974504249292
"2","Cat D (Motorcycles)","Oct 2012",1920,1.30669546436285
"2","Cat C (Goods vehicles and buses)","Oct 2012",57889,1.27222222222222
"2","Cat E (Open)","Oct 2012",87000,1.48995983935743
"1","Cat A (Cars up to 1600cc and 97kW)","Nov 2012",77201,1.57215189873418
"1","Cat B (Cars above 1600cc or 97kW)","Nov 2012",92400,1.63714285714286
"1","Cat D (Motorcycles)","Nov 2012",1959,1.20582120582121
"1","Cat C (Goods vehicles and buses)","Nov 2012",59111,1.48066298342541
"1","Cat E (Open)","Nov 2012",92100,1.64344262295082
"2","Cat A (Cars up to 1600cc and 97kW)","Nov 2012",77291,1.36363636363636
"2","Cat B (Cars above 1600cc or 97kW)","Nov 2012",93004,1.38746438746439
"2","Cat D (Motorcycles)","Nov 2012",1689,1.16741071428571
"2","Cat C (Goods vehicles and buses)","Nov 2012",60235,1.41899441340782
"2","Cat E (Open)","Nov 2012",93990,1.36434108527132
"1","Cat A (Cars up to 1600cc and 97kW)","Dec 2012",78523,1.22025316455696
"1","Cat B (Cars above 1600cc or 97kW)","Dec 2012",90200,1.40857142857143
"1","Cat D (Motorcycles)","Dec 2012",1612,1.33777777777778
"1","Cat C (Goods vehicles and buses)","Dec 2012",63035,1.5524861878453
"1","Cat E (Open)","Dec 2012",97000,1.33739837398374
"2","Cat A (Cars up to 1600cc and 97kW)","Dec 2012",81889,1.26329113924051
"2","Cat B (Cars above 1600cc or 97kW)","Dec 2012",93501,1.32777777777778
"2","Cat D (Motorcycles)","Dec 2012",1701,1.14977973568282
"2","Cat C (Goods vehicles and buses)","Dec 2012",62201,1.32967032967033
"2","Cat E (Open)","Dec 2012",95990,1.624
"1","Cat A (Cars up to 1600cc and 97kW)","Jan 2013",92100,1.35365853658537
"1","Cat B (Cars above 1600cc or 97kW)","Jan 2013",96210,1.29476584022039
"1","Cat D (Motorcycles)","Jan 2013",1933,1.13203463203463
"1","Cat C (Goods vehicles and buses)","Jan 2013",60000,1.26424870466321
"1","Cat E (Open)","Jan 2013",96101,1.53515625
"2","Cat A (Cars up to 1600cc and 97kW)","Jan 2013",91010,1.19559902200489
"2","Cat B (Cars above 1600cc or 97kW)","Jan 2013",95501,1.28774928774929
"2","Cat D (Motorcycles)","Jan 2013",1781,1.14967462039046
"2","Cat C (Goods vehicles and buses)","Jan 2013",57051,1.42391304347826
"2","Cat E (Open)","Jan 2013",97889,1.37051792828685
"1","Cat A (Cars up to 1600cc and 97kW)","Feb 2013",87109,1.24776119402985
"1","Cat B (Cars above 1600cc or 97kW)","Feb 2013",92901,1.42715231788079
"1","Cat D (Motorcycles)","Feb 2013",1782,1.25889328063241
"1","Cat C (Goods vehicles and buses)","Feb 2013",54989,1.37391304347826
"1","Cat E (Open)","Feb 2013",94890,1.23949579831933
"2","Cat A (Cars up to 1600cc and 97kW)","Feb 2013",78301,1.28228228228228
"2","Cat B (Cars above 1600cc or 97kW)","Feb 2013",92667,1.34983498349835
"2","Cat D (Motorcycles)","Feb 2013",1512,1.16403162055336
"2","Cat C (Goods vehicles and buses)","Feb 2013",53489,1.26666666666667
"2","Cat E (Open)","Feb 2013",91910,1.53526970954357
"1","Cat A (Cars up to 1600cc and 97kW)","Mar 2013",74689,3.51190476190476
"1","Cat B (Cars above 1600cc or 97kW)","Mar 2013",58090,3.15337423312883
"1","Cat D (Motorcycles)","Mar 2013",1895,1.31176470588235
"1","Cat C (Goods vehicles and buses)","Mar 2013",53900,1.66222222222222
"1","Cat E (Open)","Mar 2013",65001,4.06274509803922
"2","Cat A (Cars up to 1600cc and 97kW)","Mar 2013",64209,2.73887240356083
"2","Cat B (Cars above 1600cc or 97kW)","Mar 2013",73900,3.06188925081433
"2","Cat D (Motorcycles)","Mar 2013",1909,1.16758747697974
"2","Cat C (Goods vehicles and buses)","Mar 2013",54111,1.38666666666667
"2","Cat E (Open)","Mar 2013",73301,2.27598566308244
"1","Cat A (Cars up to 1600cc and 97kW)","Apr 2013",61029,2.83284457478006
"1","Cat B (Cars above 1600cc or 97kW)","Apr 2013",67010,2.76490066225166
"1","Cat D (Motorcycles)","Apr 2013",1812,1.34387351778656
"1","Cat C (Goods vehicles and buses)","Apr 2013",56011,1.47136563876652
"1","Cat E (Open)","Apr 2013",66989,1.83673469387755
"2","Cat A (Cars up to 1600cc and 97kW)","Apr 2013",62497,2.98198198198198
"2","Cat B (Cars above 1600cc or 97kW)","Apr 2013",62000,2.20322580645161
"2","Cat D (Motorcycles)","Apr 2013",1791,1.07707509881423
"2","Cat C (Goods vehicles and buses)","Apr 2013",58502,1.57333333333333
"2","Cat E (Open)","Apr 2013",62000,1.75416666666667
"1","Cat A (Cars up to 1600cc and 97kW)","May 2013",62999,2.71428571428571
"1","Cat B (Cars above 1600cc or 97kW)","May 2013",61700,1.89589905362776
"1","Cat D (Motorcycles)","May 2013",1700,1.19833333333333
"1","Cat C (Goods vehicles and buses)","May 2013",57051,1.38666666666667
"1","Cat E (Open)","May 2013",62301,1.87029288702929
"2","Cat A (Cars up to 1600cc and 97kW)","May 2013",64839,2.66666666666667
"2","Cat B (Cars above 1600cc or 97kW)","May 2013",67304,2.25602409638554
"2","Cat D (Motorcycles)","May 2013",1663,1.26627218934911
"2","Cat C (Goods vehicles and buses)","May 2013",56889,1.23605150214592
"2","Cat E (Open)","May 2013",66701,1.85657370517928
"1","Cat A (Cars up to 1600cc and 97kW)","Jun 2013",67301,2.50733137829912
"1","Cat B (Cars above 1600cc or 97kW)","Jun 2013",75000,2.42384105960265
"1","Cat D (Motorcycles)","Jun 2013",1701,1.20547945205479
"1","Cat C (Goods vehicles and buses)","Jun 2013",57989,1.2863436123348
"1","Cat E (Open)","Jun 2013",76000,2.23430962343096
"2","Cat A (Cars up to 1600cc and 97kW)","Jun 2013",69903,2.30409356725146
"2","Cat B (Cars above 1600cc or 97kW)","Jun 2013",81751,2.40655737704918
"2","Cat D (Motorcycles)","Jun 2013",1712,1.16787003610108
"2","Cat C (Goods vehicles and buses)","Jun 2013",59001,1.27312775330396
"2","Cat E (Open)","Jun 2013",83001,1.85657370517928
"1","Cat A (Cars up to 1600cc and 97kW)","Jul 2013",73100,2.11834319526627
"1","Cat B (Cars above 1600cc or 97kW)","Jul 2013",77110,1.96978851963746
"1","Cat D (Motorcycles)","Jul 2013",1610,1.26208178438662
"1","Cat C (Goods vehicles and buses)","Jul 2013",61011,1.33185840707965
"1","Cat E (Open)","Jul 2013",77000,1.68402777777778
"2","Cat A (Cars up to 1600cc and 97kW)","Jul 2013",73989,1.85928143712575
"2","Cat B (Cars above 1600cc or 97kW)","Jul 2013",76389,1.89438943894389
"2","Cat D (Motorcycles)","Jul 2013",1712,1.23954372623574
"2","Cat C (Goods vehicles and buses)","Jul 2013",65036,1.44396551724138
"2","Cat E (Open)","Jul 2013",76802,1.77083333333333
"1","Cat A (Cars up to 1600cc and 97kW)","Aug 2013",75556,2.02144772117962
"1","Cat B (Cars above 1600cc or 97kW)","Aug 2013",77600,1.79473684210526
